a	art.—
thirst	n.渇き@n.渇望@vi.渇く
thirsty	a.喉が渇いた@a.渇望する
thirteen	n.13@a.13の
thirteenth	a.第13の@n.13番目
thirties	n.30代@n.1930年代
thirty	n.三十@a.三十の
this	pron.これ@a.この
thistle	n.アザミ
thither	ad.あちらへ@a.向こう側の
tho	conj.〜だけれども
thomas	n.トーマス
thompson	n.トンプソン
thomson	n.トムソン
thong	n.ひも@n.Tバック
thongs	n.ビーチサンダル@n.ひも
thor	n.トール
thoracic	a.胸部の@a.胸郭の
thorax	n.胸部@n.胸郭
thoreau	n.ソロー
thorium	n.トリウム
thorn	n.とげ@n.茨
thorndike	n.ソーンダイク
thorns	n.とげ@n.いばら
thornton	n.ソーントン
thorny	a.とげのある@a.厄介な
thorough	a.徹底的な@a.完全な
thoroughbred	n.サラブレッド@a.純血種の
thoroughfare	n.幹線道路@n.大通り
thoroughly	ad.徹底的に@ad.完全に
thorp	n.村@n.ソープ
thorpe	n.ソープ
those	pron.それら@a.それらの
thoth	n.トート
thou	pron.汝
though	conj.〜だけれども@ad.しかし
thought	n.考え@v.思った
thoughtful	a.思慮深い@a.親切な
thoughtfully	ad.思慮深く@ad.親切に
thoughts	n.考え
thousand	n.千@a.千の
thousands	n.数千
thrace	n.トラキア
thrall	n.奴隷@n.束縛
thrash	vt.打ちのめす@vi.暴れる
thrasher	n.モノマネドリ@n.スラッシャー
thrashers	n.ツグミモドキ
thrashing	n.脱穀@n.打ちのめすこと
thread	n.スレッド@n.糸
threaded	a.ねじ切りの@a.スレッドの
threading	n.糸通し@v.通す
threads	n.スレッド
threat	n.脅威
threaten	vt.脅かす@vt.脅迫する
threatened	a.脅かされた@v.脅した
threatening	a.脅迫的な@v.脅す
threatens	v.脅かす@v.脅迫する
threats	n.脅威@n.脅し
three	n.三@a.三つの
threefold	a.三倍の@ad.三倍に
threes	n.三つ@n.3
threesome	n.三人組@n.スリーサム
threesomes	n.3人組@n.三つ組
threonine	n.スレオニン
threshold	n.しきい値@n.閾値@n.敷居
thresholds	n.しきい値@n.閾値
threw	v.投げた
thrice	ad.三度@ad.3回
thrift	n.倹約@n.節約
thrifty	a.倹約な@a.節約上手な
thrill	n.スリル@vt.ぞくぞくさせる
thrilled	a.わくわくした@v.興奮させた
thriller	n.スリラー
thrillers	n.スリラー
thrilling	a.スリル満点の@a.わくわくする
thrills	n.スリル@v.興奮させる
thrive	vi.繁栄する@vi.成長する
thrived	vi.繁栄した@vi.成長した
thrives	vi.繁栄する@vi.成長する
thriving	a.繁栄している@v.栄える
throat	n.喉
throated	a.喉のある
throats	n.喉@n.入口
throbbing	a.ズキズキする@v.脈打つ
throes	n.苦悶@n.激痛
thrombin	n.トロンビン
thrombosis	n.血栓症
throne	n.王座@n.王位
thrones	n.王座@n.玉座
throng	n.群衆@vi.群がる
throttle	n.スロットル@vt.絞る
through	prep.〜を通して@ad.通り抜けて
throughout	prep.〜の間中@ad.全体にわたって
throughput	n.スループット@n.処理能力
throw	vt.投げる@n.投球
throwback	n.先祖返り@n.懐古
thrower	n.投げる人@n.投手
throwing	v.投げる@n.投げること
thrown	v.投げられた@a.投げた
throws	vt.投げる@n.投球
thru	prep.〜を通して
thrush	n.ツグミ@n.鵞口瘡
thrust	n.推力@v.押す@n.要点
thruster	n.推進器@n.スラスター
thrusting	a.強引な@vt.突き刺す
thrusts	n.推力@vt.突く
thu	n.木曜日
thud	n.ドスンという音@vi.ドスンと落ちる
thug	n.ごろつき@n.悪党
thugs	n.悪党@n.ごろつき
thule	n.ツーレ
thumb	n.親指@vt.親指で触る
thumbnail	n.サムネイル@n.親指の爪
thumbnails	n.サムネイル
thumbs	n.親指
thump	n.ドスンという音@vt.強く打つ
thumping	a.すごい@n.ドンドン打つこと
thunder	n.雷@vi.雷が鳴る
thunderbird	n.サンダーバード@n.雷鳥
thunderbolt	n.雷電@n.電光石火
thundering	a.雷鳴のような@v.轟く
thunderstorm	n.雷雨
thunderstorms	n.雷雨
thunk	n.ドスンという音@v.thinkの過去形（方言）
thur	n.木曜日
thurman	n.サーマン
thurmond	n.サーモンド
thurrock	n.サーロック
thurs	n.木曜日
thursday	n.木曜日
thursdays	n.木曜日
thus	ad.このように@ad.したがって
thwart	v.阻止する@n.ボート横木
thwarted	v.阻止した@a.挫折した
thy	pron.汝の
thyme	n.タイム
thymus	n.胸腺
thyroid	n.甲状腺@a.甲状腺の
thyroxine	n.サイロキシン
thyself	pron.汝自身
tia	n.ティア
tianjin	n.天津
tiara	n.ティアラ@n.宝冠
tiaras	n.ティアラ@n.宝冠
tiberius	n.ティベリウス
tibet	n.チベット
tibetan	a.チベットの@n.チベット人
tibetans	n.チベット人
tibia	n.脛骨
tibial	a.脛骨の
tic	n.チック@n.癖
tical	n.ティカル
tick	n.ダニ@n.チェックマーク@v.カチカチ鳴る
ticked	v.チクタク鳴った@v.チェックした
ticker	n.相場表示機@n.心臓
tickers	n.ティッカー@n.心臓
ticket	n.チケット@n.切符
ticketing	n.発券@n.チケッティング
ticketmaster	n.チケットマスター
tickets	n.チケット
ticking	n.カチカチ音@v.刻む
tickle	vt.くすぐる@n.くすぐり
tickled	vt.くすぐった@a.喜んだ
tickling	v.くすぐる@n.くすぐり
ticklish	a.くすぐったい@a.扱いにくい
ticks	n.ダニ@n.チェック印@v.カチカチ鳴る
tics	n.チック@n.けいれん
tidal	a.潮の@a.潮汐の
tide	n.潮@n.潮流
tides	n.潮@n.潮流
tidewater	n.潮水@n.沿岸地帯
tidings	n.知らせ@n.便り
tidy	a.きちんとした@vt.片付ける
tie	n.ネクタイ@vt.結ぶ@n.引き分け
tied	a.結ばれた@v.結んだ
tier	n.層@n.段
tiered	a.段になった@a.階層的な
tiers	n.段@n.層
ties	n.ネクタイ@n.絆@vt.結ぶ
tiff	n.口論@n.TIFFファイル
tiffany	n.ティファニー
tiffin	n.昼食@n.軽食
tiger	n.虎@n.タイガー
tigers	n.虎@n.タイガース
tight	a.きつい@a.タイトな
tighten	vt.締める@vi.締まる
tightened	v.締めた@v.引き締めた
tightening	n.引き締め@v.締める
tightens	vt.締める@vi.引き締まる
tighter	a.より堅い@a.より厳しい
tightly	ad.しっかりと@ad.きつく
tightness	n.きつさ@n.堅さ
tights	n.タイツ
tigre	n.ティグレ
tigris	n.チグリス川
tijuana	n.ティファナ
tiki	n.ティキ
til	prep.まで@conj.まで
tilapia	n.ティラピア
tilburg	n.ティルブルフ
tilbury	n.ティルベリー
tilde	n.チルダ
tile	n.タイル@vt.タイルを張る
tiled	a.タイル張りの
tiles	n.タイル@n.牌
tiling	n.タイル張り@v.タイルを張る
till	prep.まで@conj.まで@n.レジ
tillage	n.耕作@n.耕地
tiller	n.耕運機@n.舵柄
tillman	n.ティルマン
tilt	v.傾ける@n.傾き
tilted	a.傾いた@v.傾けた
tilting	v.傾ける@n.傾斜
tilts	vt.傾ける@n.傾き@vi.傾く
tim	n.ティム
timaru	n.ティマル
timber	n.木材@n.材木
timberland	n.森林地帯@n.ティンバーランド
timberline	n.森林限界
timbers	n.材木@n.梁
timbre	n.音色@n.音質
timbuktu	n.トンブクトゥ
time	n.時間@n.時
timed	a.時間を計った@v.タイミングを合わせた
timekeeping	n.計時@n.時間管理
timeless	a.時代を超えた@a.不朽の
timeline	n.タイムライン@n.年表
timelines	n.タイムライン@n.年表
timeliness	n.適時性@n.時宜を得ていること
timely	a.タイムリーな@a.時宜を得た
timeout	n.タイムアウト
timeouts	n.タイムアウト
timepiece	n.時計
timepieces	n.時計
timer	n.タイマー
timers	n.タイマー
times	n.回@n.時代
timescale	n.時間尺度@n.期間
timescales	n.時間尺度@n.期間
timeshare	n.タイムシェア@n.分割所有
timeshares	n.タイムシェア
timestamp	n.タイムスタンプ@vt.タイムスタンプを付ける
timestamps	n.タイムスタンプ
timetable	n.時刻表@n.スケジュール
timetables	n.時刻表@n.予定表
timex	n.タイメックス
timezone	n.タイムゾーン@n.時間帯
timid	a.臆病な@a.内気な
timidity	n.臆病@n.気の小ささ
timing	n.タイミング@n.時期
timings	n.タイミング@n.時期
timmy	n.ティミー
timothy	n.ティモシー
tin	n.スズ@n.缶
tina	n.ティナ
tincture	n.チンキ@n.色合い@vt.染める
tinderbox	n.火口箱@n.一触即発の状態
tine	n.歯@n.枝角
ting	n.チーン@v.チンと鳴る
tinge	n.色合い@vt.色づける
tinged	vt.色を付けた@a.色合いのある
tingle	vi.うずく@n.ひりひり感
tingling	n.チクチク感@v.うずく
tiniest	a.最も小さい
tinker	vi.いじくり回す@n.修繕工
tinkerbell	n.ティンカーベル
tinkering	n.いじくり回すこと@vi.素人修理する
tinned	a.缶詰の@a.スズメッキの
tinnitus	n.耳鳴り
tins	n.缶@n.ブリキ容器
tinsel	n.金銀糸@n.見掛け倒し@a.派手な
tint	n.色合い@vt.色をつける
tinted	a.色つきの@v.着色した
tinting	n.着色@v.色をつける
tiny	a.小さい@a.ちいさな
tip	n.先端@n.チップ@v.傾ける
tipped	a.先端のある@v.傾けた
tipper	n.チップを与える人@n.ダンプカー
tipperary	n.ティペラリー
tipping	n.チップを渡すこと@v.傾ける
tips	n.ヒント@n.チップ
tipsy	a.ほろ酔いの@a.傾いた
tire	n.タイヤ@vt.疲れさせる
tired	a.疲れた@a.飽きた
tiredness	n.疲労@n.倦怠
tireless	a.疲れを知らない@a.根気強い
tirelessly	ad.疲れを知らずに@ad.根気よく
tires	n.タイヤ
tiresome	a.退屈な@a.うんざりする
tiring	a.疲れさせる@v.疲れさせる
tirol	n.チロル
tissue	n.ティッシュ@n.組織
tissues	n.組織@n.ティッシュ
tit	n.乳房@n.シジュウカラ
titan	n.タイタン@n.巨人
titanic	a.巨大な@n.タイタニック
titanium	n.チタン
titans	n.タイタン@n.巨人
tithe	n.十分の一税@vt.十分の一を納める
title	n.タイトル@n.題名
titled	a.題された@a.貴族の
titles	n.タイトル
titling	n.タイトル付け@vt.題をつける
tito	n.チトー
titration	n.滴定
titre	n.力価@n.抗体価
titres	n.力価@n.滴定値
tits	n.乳房
titties	n.おっぱい
titty	n.おっぱい
titular	a.名目上の@a.肩書きの
titus	n.タイタス
tivoli	n.チボリ
to	prep.に@prep.へ
toad	n.ヒキガエル
toads	n.ヒキガエル
toast	n.トースト@n.乾杯@vt.焼く
toasted	a.トーストした@v.乾杯した
toaster	n.トースター
toasters	n.トースター
toasting	n.乾杯@vt.トーストする
toastmaster	n.乾杯の音頭を取る人@n.司会者
toastmasters	n.トーストマスターズ
toasts	n.乾杯@vt.トーストする
toasty	a.暖かい@a.こんがり焼けた
tob	n.トブ
tobacco	n.タバコ@n.たばこ
tobago	n.トバゴ
tobey	n.トビー
tobias	n.トビアス
toby	n.トビー
tocopherol	n.トコフェロール@n.ビタミンE
tocqueville	n.トクヴィル
tod	n.トッド
today	n.今日@ad.今日
todd	n.トッド
toddler	n.幼児@n.よちよち歩きの子
toddlers	n.幼児@n.よちよち歩きの子供
toe	n.つま先@n.足指
toed	a.つま先のある@vt.つま先で触れた
toes	n.つま先@n.足指
toffee	n.トフィー@n.タフィー
tofu	n.豆腐
tog	n.服@vt.着飾る
toga	n.トーガ@n.ローマの衣
together	ad.一緒に
toggle	n.トグル@v.切り替える
toggles	n.トグル@vt.切り替える
togo	n.トーゴ
toil	v.骨折って働く@n.苦労
toile	n.トワル@n.布地
toilet	n.トイレ@n.便器
toiletries	n.洗面用品@n.化粧品
toiletry	n.化粧品@n.洗面用具
toilets	n.トイレ@n.便器
toilette	n.化粧@n.トワレ
toke	n.一服@vi.マリファナを吸う
token	n.トークン@n.しるし@a.名目上の
tokens	n.トークン@n.しるし
tokyo	n.東京
tolar	n.トラール
told	v.伝えた@v.教えた
tole	n.ブリキ細工@n.トール塗り
toledo	n.トレド
tolerable	a.耐えられる@a.まあまあの
tolerance	n.寛容@n.許容度
tolerances	n.許容範囲@n.耐性
tolerant	a.寛大な@a.耐性のある
tolerate	vt.許容する@vt.我慢する
tolerated	v.許容した@v.我慢した
tolkien	n.トールキン
toll	n.通行料@n.犠牲者数
tolling	n.鐘を鳴らすこと@vt.鐘を鳴らす
tolls	n.通行料@n.死者数
tolstoy	n.トルストイ
toluene	n.トルエン
tom	n.トム
tomahawk	n.トマホーク
tomas	n.トマス
tomato	n.トマト
tomatoes	n.トマト
tomb	n.墓@n.墓所
tombs	n.墓@n.墓所
tombstone	n.墓石
tomcat	n.雄猫@n.トムキャット
tome	n.大著@n.冊
tomes	n.大著（複数形）@n.巻（複数形）
tomlin	n.トムリン
tommy	n.トミー
tomography	n.断層撮影@n.トモグラフィー
tomorrow	n.明日@ad.明日
tomorrows	n.明日@n.将来
tompkins	n.トンプキンス
toms	n.トムス@n.雄猫
ton	n.トン@n.大量
tonal	a.音調の@a.調性の
tone	n.トーン@n.調子
toned	a.引き締まった@a.調子のある
toner	n.トナー
toners	n.トナー@n.化粧水
tones	n.トーン@n.音色
tong	n.トング@n.やっとこ
tonga	n.トンガ
tongs	n.トング@n.火ばさみ
tongue	n.舌@n.言語
tongued	a.舌のある@a.話し方の
tongues	n.舌@n.言語
toni	n.トニ
tonic	n.強壮剤@n.トニック@a.強壮の
tonight	n.今夜@ad.今夜
toning	n.調色@v.調子を整える
tonkin	n.トンキン
tonnage	n.トン数@n.総トン数
tonne	n.トン
tonneau	n.トノー@n.後部座席
tonnes	n.トン
tons	n.トン@n.大量
tony	n.トニー
tonya	n.トーニャ
too	ad.〜もまた@ad.あまりに
took	v.取った
tool	n.道具@n.ツール
toolbar	n.ツールバー
toolbars	n.ツールバー
toolbox	n.工具箱@n.ツールボックス
tooled	v.道具で加工した@a.工具加工された
tooling	n.工具加工@n.金型
toolkit	n.ツールキット@n.道具箱
tools	n.道具
toot	n.警笛@vi.警笛を鳴らす
tooth	n.歯
toothbrush	n.歯ブラシ
toothbrushes	n.歯ブラシ
toothed	a.歯のある@a.ぎざぎざの
toothpaste	n.歯磨き粉
toothpick	n.つまようじ
tooting	n.警笛を鳴らす@vi.ブーブー鳴る
tootsie	n.トゥーツィー@n.かわいこちゃん
toowoomba	n.トゥーウンバ
top	n.頂上@a.最上位の
topaz	n.トパーズ
topeka	n.トピカ
topi	n.トピ@n.防暑帽
topiary	n.造形刈り込み@a.装飾的に刈り込んだ
topic	n.話題@n.トピック
topical	a.局所的な@a.時事的な
topics	n.話題@n.トピック
topless	a.トップレスの
topmost	a.最上の@a.一番高い
topographic	a.地形の@a.地形学的な
topographical	a.地形の@a.地誌の
topography	n.地形@n.地形学
topological	a.位相の@a.トポロジーの
topologies	n.トポロジー@n.位相幾何学
topology	n.トポロジー@n.位相
topped	v.トップになった@a.〜をトッピングした
topper	n.トッパー@n.一番の人
toppers	n.トッパー@n.首位
topping	n.トッピング@a.最高の
toppings	n.トッピング
topple	vi.倒れる@vt.倒す
toppled	vt.倒した@vi.倒れた
topples	v.倒れる@v.打倒する
toppling	vi.倒れる@vt.倒す
tops	n.トップ@n.上部
topsoil	n.表土
topsy	n.トプシー
toques	n.トーク帽@n.コック帽
tor	n.トール@n.岩山
torah	n.トーラー@n.律法
torbay	n.トーベイ
torch	n.たいまつ@n.懐中電灯
torches	n.たいまつ@n.懐中電灯
tore	v.引き裂いた@v.破った
tori	n.トリ
tories	n.トーリー党員@n.保守党員
torino	n.トリノ
torment	n.苦痛@vt.苦しめる
tormented	v.苦しめた@a.苦しめられた
torn	v.引き裂いた@a.引き裂かれた
tornado	n.竜巻@n.トルネード
tornadoes	n.竜巻@n.トルネード
toroidal	a.環状の@a.トロイダルの
toronto	n.トロント
torpedo	n.魚雷@vt.魚雷で攻撃する
torpedoes	n.魚雷@vt.魚雷で攻撃する
torquay	n.トーキー
torque	n.トルク@n.回転力
torr	n.トル
torrance	n.トーランス
torrent	n.急流@n.トレント
torrents	n.奔流@n.トレント
torres	n.トーレス
torrid	a.灼熱の@a.情熱的な
tors	n.岩山@n.トール
torsion	n.ねじれ@n.捻転
torso	n.胴体@n.トルソ
tort	n.不法行為
tortilla	n.トルティーヤ
tortillas	n.トルティーヤ
tortoise	n.亀@n.カメ
tortoises	n.陸ガメ（複数形）
tortola	n.トルトラ島
torts	n.不法行為
tortuga	n.トルトゥーガ
torture	n.拷問@vt.拷問する
tortured	v.拷問した@a.苦悶した
tortures	n.拷問@vt.苦しめる
torturing	v.拷問する@n.苦しめること
torus	n.トーラス@n.円環面
torvalds	n.トーバルズ
tory	n.トーリー党員@a.保守党の
tosca	n.トスカ
toscana	n.トスカーナ
tosh	n.たわごと@n.ナンセンス
toshiba	n.東芝
toss	vt.投げる@n.投げること
tossed	v.投げた@a.混ぜた
tosses	vt.投げる@n.投げること
tossing	v.投げる@n.寝返り
tot	n.幼児@n.合計
total	n.合計@a.合計の@v.合計する
totalitarian	a.全体主義の@n.全体主義者
totalitarianism	n.全体主義
totality	n.全体@n.総体
totalled	vt.合計した@a.合計の
totalling	v.合計する@n.合計
