the	art+m.یہ@art+f.یہ
mononuclear	a.واحد مرکزی
wheezing	v.گھرگھراہٹ@n+f.گھرگھراہٹ
conferees	n+m.شرکاء
ternary	a.تین کا
footballer	n+m.فٹ بالر
sisyphus	n+m.سیسیفس
foolproof	a.بالکل محفوظ
lakshmi	n+f.لکشمی
teeming	a.بھرا ہوا@v.بھر رہا
paradoxes	n+f.تضادات
someones	n+m.کوئی لوگ
foolishly	ad.احمقانہ طور پر
immunosuppressive	a.مدافعت کم کرنے والا
mcveigh	n+m.میکوی
inanimate	a.بے جان
panting	v.ہانپنا@n+f.ہانپنا
depositor	n+m.جمع کرانے والا
comers	n+m.آنے والے
defensively	ad.دفاعی طور پر
romaine	n+f.رومین سلاد
forgo	vt.ترک کرنا
barca	n+f.بارکا
tacks	n+f.کیلیں@vt.لگاتا ہے
lithographs	n+f.پتھر چھپائی
effusion	n+f.بہاؤ@n+f.جذبات کا اظہار
educates	vt.تعلیم دیتا ہے
lunacy	n+f.پاگل پن
signers	n+m.دستخط کرنے والے
dimensionality	n+f.جہت
angell	n+m.اینجل
loathe	vt.نفرت کرنا
bochum	n+m.بوخم
eyepieces	n+m.آنکھ کے شیشے
earbuds	n+m.ائربڈز
makeovers	n+f.نئی شکل
unprocessed	a.غیر پروسیس شدہ
notoriety	n+f.بدنامی
centra	n+f.مراکز
hydroxyl	n+m.ہائیڈروکسل
showered	v.نہایا@v.برسایا
interacted	v.بات چیت کی
polishes	vt.چمکاتا ہے@n+f.پالش
brats	n+m.شریر بچے
huddle	vi.اکٹھے ہونا@n+m.جھنڈ
numismatic	a.سکوں کا
avoidable	a.قابل اجتناب
adenoma	n+m.ایڈینوما
aah	int.آہ
beaconsfield	n+m.بیکنز فیلڈ
lakhs	n+m.لاکھ
flammability	n+f.آتش گیری
truancy	n+f.غیر حاضری
taxicab	n+f.ٹیکسی
confounded	v.حیران کیا@a.ملعون
flatiron	n+f.استری
midlife	n+f.ادھیڑ عمر
coughs	n+f.کھانسی@vi.کھانستا ہے
unavailability	n+f.عدم دستیابی
rooter	n+m.حامی@n+m.کھودنے والا
widener	n+m.چوڑا کرنے والا
pretends	vt.بہانہ کرتا ہے
residencies	n+f.رہائش گاہیں
faery	n+f.پری@a.پریوں کا
eloise	n+f.ایلوئز
cablevision	n+f.کیبل ٹی وی
pye	n+m.پائی
disrupts	vt.خلل ڈالتا ہے
onetime	a.ایک بار کا@a.سابقہ
gating	n+f.گیٹنگ
widens	vt.چوڑا کرتا ہے@vi.چوڑا ہوتا ہے
omnipotent	a.قادر مطلق
gautier	n+m.گوٹیئر
deflated	v.ہوا نکالی@a.پچکا ہوا
infestations	n+f.حملے
poise	n+f.توازن@vt.متوازن رکھنا
judgmental	a.فیصلہ کن
meiji	n+m.میجی
antipsychotic	a.نفسیاتی دوا@n+m.نفسیاتی دوا
zeeland	n+m.زی لینڈ
ringed	a.حلقہ دار@v.گھیرا
slaughterhouse	n+m.ذبح خانہ
bagging	v.تھیلے میں ڈالنا@n+f.بوری
huddled	v.اکٹھے ہوئے@a.سکڑا ہوا
unsteady	a.غیر مستحکم
brainwashing	n+f.ذہن شوئی
duchy	n+f.ڈچی
disconnecting	v.منقطع کرنا
malacca	n+f.ملاکا
wilmer	n+m.ولمر
carrion	n+m.مردار
summarily	ad.فوری طور پر
sphincter	n+m.عضلہ عاصرہ
heine	n+m.ہائنے
infill	n+f.بھرائی@vt.بھرنا
ejaculations	n+f.اخراج منی
leopards	n+m.چیتے
etude	n+f.موسیقی کا ٹکڑا
stereotyping	n+f.کلیشے سازی
rearranging	v.دوبارہ ترتیب دینا
geographies	n+f.جغرافیائی کتابیں
sanctified	v.مقدس کیا
handicapper	n+m.اندازہ لگانے والا
plantar	a.تلوے کا
tradesmen	n+m.دکاندار
excitedly	ad.جوش سے
quarrying	n+f.کان کنی@v.پتھر نکالنا
approachable	a.قابل رسائی
braced	v.تیار کیا@a.مضبوط
sweetener	n+m.میٹھا کرنے والا
braised	v.بھونا
gaunt	a.دبلا پتلا
nourished	v.پروان چڑھایا
spigot	n+m.ٹونٹی
skilling	n+m.سکلنگ
nailer	n+m.کیل ٹھوکنے والا
cornstarch	n+m.مکئی کا آٹا
hepatocytes	n+m.جگر کے خلیے
coupes	n+f.کوپے گاڑی
effie	n+f.ایفی
mauricio	n+m.ماوریسیو
daffodils	n+m.نرگس
chloroplast	n+m.کلوروپلاسٹ
pollute	vt.آلودہ کرنا
buzzword	n+m.مقبول لفظ
pistachio	n+m.پستہ
riverbank	n+m.دریا کا کنارہ
predominately	ad.غالب طور پر
metalware	n+m.دھاتی سامان
pomp	n+f.شان و شوکت
giza	n+f.جیزہ
pretzel	n+m.نمکین بسکٹ
warping	v.ٹیڑھا کرنا@n+f.مڑنا
connotations	n+f.مفاہیم
wilber	n+m.ولبر
yardstick	n+m.پیمانہ
neutrophil	n+m.نیوٹروفل
supernatant	n+m.اوپری مائع
segmental	a.جزوی
multitudes	n+f.ہجوم
imperium	n+m.سلطنت
supercharger	n+m.سپر چارجر
thicknesses	n+f.موٹائی
sprouting	v.اگنا@n+f.انکرن
spew	vt.اگلنا@vi.قے کرنا
vestibular	a.دہلیزی
orth	n+m.آرتھ
deceleration	n+f.رفتار میں کمی
summoning	v.طلب کرنا
consignee	n+m.وصول کنندہ
aldehyde	n+m.ایلڈی ہائیڈ
pronged	a.شاخ دار
baring	v.ننگا کرنا
jacked	v.اٹھایا@a.طاقتور
annabel	n+f.انابیل
tartar	n+m.ٹارٹر@n+m.تاتاری
brownish	a.بھورا سا
cropland	n+f.زرعی زمین
nazism	n+m.نازی ازم
operationally	ad.عملی طور پر
testicle	n+m.خصیہ
rejoin	vi.دوبارہ شامل ہونا@vt.جواب دینا
rosettes	n+f.گلابی پھول
pinter	n+m.پنٹر
stratigraphic	a.طبقاتی
dundalk	n+m.ڈنڈالک
snipers	n+m.چھپے نشانچی
gosport	n+m.گوسپورٹ
rubrics	n+f.سرخیاں
kerouac	n+m.کیرواک
volition	n+f.ارادہ
cooperated	v.تعاون کیا
crawls	vi.رینگتا ہے@n+f.رینگنا
suave	a.شائستہ@a.نرم
riddance	n+f.چھٹکارا
gulp	vt.نگلنا@n+m.گھونٹ
greaves	n+f.پنڈلی کے بچاؤ
lottie	n+f.لوٹی
lurk	vi.چھپ کر بیٹھنا
amoco	n+m.اموکو
smudge	n+m.داغ@vt.داغ لگانا
tulle	n+f.باریک کپڑا
gabby	a.باتونی
helplessness	n+f.بے بسی
dumbbells	n+m.ڈمبل
circumstantial	a.حالات پر مبنی
dermot	n+m.ڈرموٹ
ironwood	n+f.لوہے کی لکڑی
adiabatic	a.حرارت بند
pend	vi.معلق ہونا
naturalism	n+m.فطرت پسندی
patties	n+f.پیٹیز
accelerometer	n+m.سرعت پیما
galloping	v.سرپٹ دوڑنا@a.تیز
indestructible	a.ناقابل تباہی
principality	n+f.شہزادگی
penobscot	n+m.پینوبسکوٹ
micky	n+m.مکی
johnathan	n+m.جوناتھن
alisha	n+f.علیشا
gambier	n+m.گیمبیئر
indulging	v.لطف اندوز ہونا
darrel	n+m.ڈیرل
allusion	n+f.اشارہ
laminator	n+m.لیمینیٹر
bosh	n+f.بکواس
samaria	n+f.سامریہ
smeared	v.لیپا@a.داغ دار
quadrature	n+f.مربع بندی
liqueurs	n+f.شراب
catskills	n+m.کیٹسکلز
tablecloths	n+f.دسترخوان
herder	n+m.چرواہا
outfall	n+m.اخراج
unzipped	v.زپ کھولی
winifred	n+f.وینیفریڈ
parasol	n+f.چھتری
interchangeably	ad.ایک دوسرے کی جگہ
concurs	vi.متفق ہوتا ہے
deformations	n+f.بگاڑ
farting	v.پاد مارنا
nonspecific	a.غیر مخصوص
coloration	n+f.رنگت
culling	v.چننا@n+f.انتخاب
stingy	a.کنجوس
zealot	n+m.جنونی
toot	vi.بجنا@n+f.آواز
succinctly	ad.مختصراً
sisley	n+m.سسلے
gooey	a.چپچپا
bielefeld	n+m.بیلے فیلڈ
devotes	vt.وقف کرتا ہے
manet	n+m.مانے
turmeric	n+f.ہلدی
carnelian	n+m.عقیق
vigour	n+f.توانائی
geom	n+f.جیومیٹری
abstracting	v.خلاصہ نکالنا
snares	n+f.پھندے@vt.پھنساتا ہے
parietal	a.دیوار کا
underpants	n+f.جانگیے
appleseed	n+m.سیب کا بیج
mandating	v.حکم دینا
bidet	n+m.بیڈے
transdermal	a.جلد سے گزرنے والا
illegible	a.ناخواندنی
recreating	v.دوبارہ بنانا
snot	n+m.ناک کی رطوبت
mortars	n+m.ہاون@n+f.مارٹر گولے
didst	v.کیا
ductile	a.لچکدار@a.کھینچنے والا
dimensionless	a.بے جہت
curiosities	n+f.تجسس@n+f.نوادرات
wither	vi.مرجھانا@vt.مرجھانا
contractually	ad.معاہدے کے مطابق
courtyards	n+m.صحن
calderon	n+m.کالدرون
flattening	v.چپٹا کرنا@n+f.چپٹانا
sterilized	v.جراثیم سے پاک کیا
insulate	vt.علیحدہ کرنا
cobblestone	n+m.گول پتھر
showplace	n+f.نمائش کی جگہ
stockpiles	n+m.ذخیرے@vt.ذخیرہ کرتا ہے
seamed	a.سیون والا
meteorologist	n+m.موسمیات دان
colonoscopy	n+f.بڑی آنت کا معائنہ
calmed	v.پرسکون کیا
flattered	v.چاپلوسی کی
babbling	v.بڑبڑانا@n+f.بڑبڑاہٹ
alkaloids	n+m.الکلائیڈ
centrality	n+f.مرکزیت
pisses	vi.پیشاب کرتا ہے
campaigned	v.مہم چلائی
admirably	ad.قابل تعریف طور پر
vipers	n+f.زہریلے سانپ
twinning	n+f.جڑواں پن
taster	n+m.چکھنے والا
nightfall	n+f.شام
sourdough	n+m.خمیری آٹا
croat	n+m.کروشین@a.کروشین
ashtrays	n+f.راکھ دانی
punters	n+m.شرط لگانے والے
dropper	n+m.قطرہ گر
wack	a.پاگل@n+m.بیوقوف
hurl	vt.پھینکنا@n+f.زور سے پھینکنا
loyalists	n+m.وفادار
kendo	n+m.کینڈو
xenophobia	n+f.غیر ملکیوں سے خوف
dory	n+f.ڈوری کشتی
sheltering	v.پناہ دینا@n+f.پناہ
krypton	n+m.کرپٹون
heisenberg	n+m.ہائزنبرگ
nary	a.نہ کوئی
reconfigurable	a.دوبارہ ترتیب کے قابل
doz	n+f.درجن
bushman	n+m.جنگل والا
forego	vt.ترک کرنا
castile	n+f.کاسٹیل
woodwinds	n+m.لکڑی کے باجے
ricotta	n+m.ریکوٹا پنیر
motorways	n+f.شاہراہیں
edelweiss	n+m.ایڈل وائس پھول
humidor	n+m.سگار ڈبہ
vacationing	v.چھٹیاں منانا
irreparable	a.ناقابل تلافی
immunities	n+f.قوت مدافعت
broiled	v.بھونا
superstitious	a.توہم پرست
airdrie	n+m.ایئرڈری
tangy	a.تیز ذائقہ
evangelists	n+m.مبلغ
insides	n+f.اندرونی حصے
sedative	n+m.سکون آور دوا@a.سکون بخش
farina	n+f.فرینا
cutaway	n+m.کٹا ہوا@a.کٹا ہوا
defraud	vt.دھوکہ دینا
toothed	a.دانتوں والا
artsy	a.فنکارانہ
transferor	n+m.منتقل کرنے والا
bygone	a.گزرا ہوا@n+m.ماضی
cliches	n+f.گھسی پٹی باتیں
nosferatu	n+m.نوسفیراٹو
klimt	n+m.کلمٹ
wilds	n+f.جنگل
intercession	n+f.سفارش
lettered	a.حروف والا@a.پڑھا لکھا
sackville	n+m.ساک ویل
hotlines	n+f.ہاٹ لائنیں
reaffirms	vt.دوبارہ تصدیق کرتا ہے
apricots	n+m.خوبانی
darkening	v.اندھیرا ہونا@n+f.تاریکی
golds	n+m.سونا
depressions	n+f.ڈپریشن@n+f.گڑھے
ranching	n+f.فارمنگ
toasting	v.تسلیم کرنا@v.سینکنا
toothpick	n+f.دانت کھودنی
exhale	vi.سانس باہر نکالنا
forwarders	n+m.بھیجنے والے
likable	a.پسندیدہ
brads	n+f.چھوٹی کیلیں
whirling	v.گھومنا@a.گھومتا
doghouse	n+m.کتے کا گھر
altars	n+f.قربان گاہیں
abolishing	v.ختم کرنا
chauncey	n+m.چانسی
grebe	n+f.پانی کی مرغابی
standup	a.کھڑے ہو کر@n+m.سٹینڈ اپ کامیڈی
playgirl	n+f.عیاش لڑکی
flexion	n+f.جھکاؤ
recesses	n+f.چھٹیاں@n+m.کونے
kinsman	n+m.رشتہ دار
ibex	n+m.پہاڑی بکرا
geomagnetic	a.ارضی مقناطیسی
lowestoft	n+m.لووسٹافٹ
blobs	n+m.قطرے
footers	n+m.فوٹر
droppings	n+f.فضلات
designator	n+m.نامزد کرنے والا
causative	a.سببی
payed	v.ادا کیا
loveseat	n+f.دو نشستی صوفہ
karyn	n+f.کیرن
overworked	a.زیادہ کام والا@v.زیادہ کام کیا
uncontested	a.غیر متنازع
cecile	n+f.سیسل
orbs	n+m.گولے
cardiologists	n+m.ماہرین امراض قلب
mutable	a.قابل تبدیلی
militarily	ad.فوجی طور پر
delicacies	n+f.نفاست@n+f.لذیذ کھانے
inflating	v.پھلانا@v.بڑھانا
sputnik	n+m.سپوتنک
barometric	a.ہوائی دباؤ کا
regrowth	n+f.دوبارہ نشوونما
lusaka	n+f.لوساکا
cybersex	n+m.سائبر سیکس
doughnut	n+m.ڈونٹ
scorching	a.جھلسا دینے والا@v.جھلسنا
cribbage	n+m.کریبج کھیل
rondo	n+m.رونڈو
coffins	n+f.تابوت
typescript	n+f.ٹائپ شدہ تحریر
piste	n+f.سکی کا راستہ
jove	n+m.جیوپٹر
cashed	v.نقد کیا
ushers	n+m.داخلہ کار@vt.لے جاتا ہے
enos	n+m.اینوس
jewry	n+f.یہودیت
barfly	n+m.شرابی
vegetarianism	n+m.سبزی خوری
extractors	n+m.نکالنے والے
dictaphone	n+m.ڈکٹا فون
copperfield	n+m.کاپر فیلڈ
martinis	n+f.مارٹینی
envisions	vt.تصور کرتا ہے
flexibly	ad.لچکدار طریقے سے
whoop	n+f.چیخ@vi.چیخنا
reposition	vt.دوبارہ رکھنا
cacao	n+m.کوکو
hobbyists	n+m.شوقین
anat	n+f.تشریح الاعضا
obsoletes	vt.فرسودہ بناتا ہے
mammogram	n+m.چھاتی کا ایکسرے
webcasting	n+f.ویب کاسٹنگ
soggy	a.گیلا@a.نرم
ecologist	n+m.ماحولیات دان
ararat	n+m.آرارات
reinstalling	v.دوبارہ انسٹال کرنا
gendered	a.صنفی
annoys	vt.تنگ کرتا ہے
rackets	n+f.ریکٹیں@n+f.دھوکہ
litigants	n+m.مقدمہ باز
ducted	a.نالی والا
crisps	n+f.چپس
wristwatches	n+f.کلائی گھڑیاں
heiress	n+f.وارث
identifications	n+f.شناخت
dressy	a.شوخ لباس والا
authenticator	n+m.تصدیق کنندہ
depositories	n+f.گودام
godhead	n+f.خدائی
canvassing	v.آرا جمع کرنا
evita	n+f.ایویٹا
portia	n+f.پورشیا
shyness	n+f.شرم
plath	n+f.پلاتھ
pickers	n+m.چننے والے
angelus	n+m.اینجلس
subjecting	v.مشروط کرنا
unsightly	a.بدصورت
grahame	n+m.گراہم
forecasters	n+m.پیش گوئی کرنے والے
linoleum	n+m.لینولیم
frayed	v.اکھڑ گیا@a.گھسا ہوا
criminality	n+f.مجرمانہ فطرت
culverts	n+f.نالیاں
cuticle	n+f.کیوٹکل
levelling	v.برابر کرنا@n+f.ہموار کرنا
pimples	n+f.مہاسے
shorted	v.شارٹ ہوا
spunky	a.بہادر@a.جوشیلا
razz	vt.مذاق اڑانا
readies	vt.تیار کرتا ہے@n+f.نقدی
shrapnel	n+m.شراپنیل
arthurian	a.آرتھری
burgos	n+m.برگوس
deuterium	n+m.ڈیوٹیریم
litany	n+f.فہرست
fairest	a.سب سے حسین
totalitarianism	n+m.آمریت
trigonometric	a.مثلثیاتی
nutter	n+m.پاگل
bristles	n+f.سخت بال@vi.کھڑے ہوتے ہیں
verbosity	n+f.فضول گوئی
pavarotti	n+m.پاواروتی
larder	n+f.کھانے کی الماری
syncing	v.ہم آہنگ کرنا
ganges	n+f.گنگا
beret	n+f.ٹوپی
rollaway	a.گھومنے والا@n+m.لپیٹ بستر
nonstandard	a.غیر معیاری
laundries	n+f.دھلائی کی جگہیں
truthfulness	n+f.سچائی
atrocious	a.سفاک@a.انتہائی برا
obelisk	n+m.مینار
valeria	n+f.ویلیریا
claret	n+f.سرخ شراب@n+m.گہرا سرخ رنگ
holst	n+m.ہولسٹ
ebola	n+f.ایبولا
samos	n+m.سیموس
consolidates	vt.یکجا کرتا ہے
consecration	n+f.تقدیس
disaggregated	v.الگ کیا
forbearance	n+f.برداشت
chromatographic	a.رنگی تجزیاتی
golly	int.واہ
congratulates	vt.مبارکباد دیتا ہے
reinstalled	v.دوبارہ نصب کیا
plastered	v.پلستر کیا@a.نشے میں
clemons	n+m.کلیمنز
phospholipids	n+m.فاسفولپڈز
elsinore	n+m.ایلسنور
apostrophe	n+f.فاصلہ
wobbly	a.ڈگمگاتا
stepmother	n+f.سوتیلی ماں
seagulls	n+f.سمندری چڑیاں
megawatts	n+m.میگا واٹ
lapland	n+m.لیپ لینڈ
illuminator	n+m.روشنی دینے والا
symbolically	ad.علامتی طور پر
unsubstantiated	a.غیر ثابت
centroid	n+m.مرکز
monogrammed	a.نام کے حروف والا
gambian	n+m.گیمبیا کا@a.گیمبیائی
tailgating	v.پیچھے چلنا
jesuits	n+m.عیسائی راہب
voluminous	a.ضخیم
mottled	a.دھبے دار
zing	n+f.سنسناہٹ@vi.تیزی سے جانا
snips	vt.کاٹتا ہے@n+f.کتریاں
lockup	n+m.قید خانہ
tosses	vt.اچھالتا ہے@n+f.اچھال
manifesting	v.ظاہر کرنا
estella	n+f.ایسٹیلا
implantable	a.قابل نصب
resiliency	n+f.لچک
astrobiology	n+f.فلکیاتی حیاتیات
scrip	n+m.سکرپ
disinfectants	n+m.جراثیم کش
berkshires	n+m.برکشائرز
inhumane	a.غیر انسانی
inadequately	ad.ناکافی طور پر
arabella	n+f.ارابیلا
unlocks	vt.کھولتا ہے
panicked	v.گھبرایا
throng	n+f.بھیڑ@vi.جمع ہونا
toed	a.انگلی والا
crump	v.دھماکہ
randomization	n+f.بے ترتیبی
rinsing	v.دھونا@n+f.کھنگالنا
reschedule	vt.دوبارہ طے کرنا
tob	n+m.ٹوب
preempt	vt.پہلے قبضہ کرنا
shunned	v.اجتناب کیا
abandons	vt.چھوڑ دیتا ہے
resold	v.دوبارہ بیچا
phosphor	n+m.فاسفور
frontenac	n+m.فرونٹیناک
appetites	n+f.بھوک
unscented	a.بے خوشبو
ergonomically	ad.ارگونومک طریقے سے
roosters	n+m.مرغ
ionosphere	n+f.آئنو سفیئر
trotsky	n+m.ٹراٹسکی
airworthiness	n+f.پرواز کی اہلیت
turnip	n+f.شلجم
juxtaposition	n+f.ملاپ
marci	n+f.مارسی
crushes	vt.کچلتا ہے@n+f.دیوانگی
foreshore	n+f.ساحل
carnivorous	a.گوشت خور
berber	n+m.بربر@a.بربری
gusset	n+m.ٹکڑا
mince	vt.قیمہ کرنا@n+m.قیمہ
banish	vt.جلاوطن کرنا
metalwork	n+m.دھاتی کام
flapping	v.پھڑپھڑانا@n+f.پھڑپھڑاہٹ
fino	n+m.فینو
punting	v.لات مارنا@n+f.کشتی چلانا
frets	vi.فکرمند ہوتا ہے@n+f.تاریں
scab	n+f.کھرنڈ@n+m.غدار
schism	n+m.تفرقہ
sculptured	a.تراشا ہوا@v.تراشا
allyson	n+f.ایلیسن
teriyaki	n+m.ٹیریاکی
jemima	n+f.جمیما
impoundment	n+m.ضبطی
interrelationships	n+f.باہمی تعلقات
josephus	n+m.جوزیفس
maputo	n+m.ماپوٹو
heretics	n+m.بدعتی
dogged	a.ضدی@v.پیچھا کیا
apparition	n+f.بھوت
abernathy	n+m.ایبرنیتھی
barristers	n+m.وکیل
fermion	n+m.فرمیون
fluor	n+m.فلور
inoperable	a.ناقابل آپریشن
scrutinized	v.جانچا
earthworks	n+f.مٹی کا کام
thrashing	v.پٹائی کرنا@n+f.پٹائی
salome	n+f.سلومی
cyclonic	a.طوفانی
unsubscribing	v.رکنیت ختم کرنا
shawna	n+f.شانا
pinyin	n+m.پن ین
thumping	a.بہت بڑا@v.ٹھونکنا
vara	n+f.وارا
eugenics	n+f.نسل بہتری
quenching	v.بجھانا@n+f.بجھاؤ
hunch	n+f.گمان@vi.جھکنا
molotov	n+m.مولوتوف
amaryllis	n+f.امریلس پھول
sandpaper	n+m.ریگمال@vt.ریگمال سے رگڑنا
messes	n+f.گندگیاں@vt.خراب کرتا ہے
perdition	n+f.ہلاکت
wintering	v.سردی گزارنا
topple	vt.گرانا@vi.گرنا
hardiness	n+f.سختی
phew	int.آہ
chickasaw	n+m.چکاساو
pungent	a.تیز@a.کڑوا
discontinuance	n+f.بندش
carbonated	a.کاربن والا
waives	vt.چھوڑ دیتا ہے
wraparound	n+m.لپیٹ@a.لپیٹنے والا
reboots	vt.دوبارہ شروع کرتا ہے@n+f.ری بوٹ
headliner	n+m.مرکزی اداکار
unbridled	a.بے لگام
vul	a.کمزور
superposition	n+f.ذخیرہ اندوزی
fanzine	n+f.فین میگزین
astrologer	n+m.نجومی
purportedly	ad.مبینہ طور پر
antigenic	a.اینٹی جینی
dietetics	n+f.غذائیت
assembles	vt.جمع کرتا ہے
veracruz	n+m.ویراکروز
vietcong	n+m.ویت کانگ
chairwoman	n+f.صدر خاتون
petrochemicals	n+m.پیٹرو کیمیکل
techies	n+m.ٹیکی لوگ
