the	art.ال
insurmountable	a.لا يُقهَر@a.مُستعصٍ
kunming	n+f.كونمينغ
countervailing	a.مُعادل@a.تعويضي
fairing	n+f.غطاء انسيابي
prettier	a.أجمل
invisibility	n+f.خفاء
haystack	n+m.كومة قش
swisher	n+m.سويشر
synthesizing	v.يُركّب@n+m.تركيب
hotspur	n+m.متهور@n+m.هوتسبير
fjords	n+f.مضايق
nightstand	n+m.طاولة جانبية
helmholtz	n+m.هيلمهولتز
confining	v.يحصر@a.مُقيِّد
loony	a.مجنون@n+m.مجنون
infringes	v.ينتهك@v.يتعدى
loyalties	n+f.ولاءات
louvain	n+f.لوفان
etchings	n+f.نقوش
reversals	n+f.انعكاسات
slipcovers	n+f.أغطية أثاث
impenetrable	a.منيع@a.غير قابل للاختراق
collate	v.يُرتّب@v.يُقارن
encapsulate	v.يُغلّف@v.يُلخّص
gtd	n+m.إنجاز الأمور
gymnastic	a.جمبازي
triglyceride	n+m.ثلاثي الغليسريد
undistributed	a.غير موزَّع
purr	v.يخرخر@n+f.خرخرة
industrialised	a.مُصنَّع
galvanised	v.جلفن@a.مُجلفَن
duped	v.خدع@a.مخدوع
nits	n+f.صئبان
stifling	a.خانق@v.يخنق
realises	v.يُدرك@v.يُحقق
vena	n+f.وريد
ratepayers	n+m.دافعو ضرائب
vindicated	v.برّأ@a.مُبرَّأ
bennie	n+m.بيني
gaborone	n+f.غابورون
bund	n+m.سد@n+m.رابطة
invades	v.يغزو@v.يجتاح
oust	v.يطرد@v.يُقصي
neurotransmitters	n+f.ناقلات عصبية
jhansi	n+f.جانسي
rumps	n+f.أعجاز
dipper	n+m.مغرفة@n+m.طائر غطاس
luminescent	a.متلألئ@a.مُضيء
percolation	n+m.ترشيح
signified	v.دلّ@a.مدلول
talkers	n+m.متحدثون
sockeye	n+m.سلمون أحمر
exemplify	v.يُجسّد@v.يُمثّل
attractor	n+m.جاذب
inane	a.سخيف@a.تافه
byways	n+f.طرق فرعية
ibsen	n+m.إبسن
becket	n+m.بيكيت
recliners	n+f.كراسي استرخاء
lombok	n+f.لومبوك
headhunters	n+m.صيادو رؤوس@n+m.باحثو مواهب
bluntly	ad.بصراحة
retransmitted	v.أعاد إرسال@a.مُعاد إرساله
assayed	v.فحص@a.مفحوص
bask	v.يستمتع@v.يتشمس
mermaids	n+f.حوريات بحر
contemplates	v.يتأمل@v.يُفكر
corky	a.فليني@n+m.كوركي
defensible	a.قابل للدفاع
berk	n+m.أحمق
derail	v.يُخرج عن السكة@v.يُعرقل
midgard	n+f.ميدغارد
spinster	n+f.عانس
goblets	n+f.كؤوس
touting	v.يُروّج@n+m.ترويج
interrogated	v.استجوب@a.مُستجوَب
crappie	n+m.سمك كرابي
birthstones	n+f.أحجار الميلاد
yolks	n+m.صفار بيض
clonal	a.نسيلي
sulawesi	n+f.سولاويسي
anticancer	a.مضاد للسرطان
overlapped	v.تداخل@a.متداخل
spook	n+m.شبح@v.يُخيف
modulating	v.يُعدّل@a.مُعدِّل
marianas	n+f.ماريانا
noninvasive	a.غير جراحي
bicyclists	n+m.راكبو دراجات
oglethorpe	n+m.أوغلثورب
geometrically	ad.هندسياً
magdeburg	n+f.ماغديبورغ
outweighs	v.يفوق@v.يرجح
tarnished	v.شوّه@a.مُشوَّه
diorama	n+m.ديوراما
deducting	v.يخصم@n+m.خصم
caretakers	n+m.حراس@n+m.مشرفون
amazes	v.يُدهش@v.يُذهل
undamaged	a.سليم@a.غير متضرر
fie	int.أف
brimming	v.يفيض@a.فائض
consolidator	n+m.مُوحِّد
ridiculed	v.سخر@a.مَسخور منه
paralegals	n+m.مساعدو محامين
snags	n+f.عقبات@v.يعلق
ionia	n+f.أيونيا
prater	n+m.براتر
olden	a.قديم@a.غابر
cyclotron	n+m.سيكلوترون
hod	n+m.وعاء بناء
herne	n+m.هيرن
grommets	n+f.حلقات معدنية
unending	a.لا نهاية له
discontinuities	n+f.انقطاعات
gripes	n+f.شكاوى@v.يشكو
tatar	n+m.تتاري@a.تتاري
headquarter	v.يُقيم مقراً
prokofiev	n+m.بروكوفييف
previewing	v.يستعرض@n+m.استعراض
bacardi	n+m.باكاردي
spiffy	a.أنيق@a.مُرتَّب
subscripts	n+f.رموز سفلية
curiae	n+f.محاكم
rodolfo	n+m.رودولفو
nuanced	a.دقيق@a.مُفصَّل
oncologist	n+m.طبيب أورام
abominable	a.بغيض@a.مكروه
rattled	v.قرقع@a.مرتبك
farmhouses	n+f.بيوت مزارع
tambourine	n+f.دف
roughing	v.يُخشّن@n+m.تخشين
tramway	n+m.خط ترام
coinsurance	n+m.تأمين مشترك
slayers	n+m.قتلة
venomous	a.سام@a.حقود
impressively	ad.بشكل مُبهر
baselines	n+f.خطوط أساس
addressable	a.قابل للعنونة
reapply	v.يُعيد التقديم
ispell	n+m.آي سبيل
patriarchy	n+f.بطريركية
inextricably	ad.بشكل لا ينفصل
tapering	v.يتناقص@a.مستدق
roasters	n+f.محامص
affordably	ad.بأسعار معقولة
homelands	n+f.أوطان
prinz	n+m.برينز
aleutian	a.أليوتي@n+m.أليوتي
dampen	v.يُرطّب@v.يُخفّف
snowmen	n+m.رجال ثلج
luminescence	n+f.تألق@n+m.توهج
landscapers	n+m.منسقو حدائق
llano	n+m.يانو
neh	int.لا
interdepartmental	a.بين الأقسام
nita	n+f.نيتا
unjustly	ad.بظلم
neutered	v.خصى@a.مخصي
sinbad	n+m.سندباد
masterworks	n+f.روائع
yuk	int.أف@n+m.ضحكة
rhizome	n+m.جذمور
leprechaun	n+m.جني إيرلندي
fokker	n+m.فوكر
unknowingly	ad.بدون علم
rehearse	v.يتدرب@v.يُراجع
apertures	n+f.فتحات
abuja	n+f.أبوجا
ido	n+f.إيدو
seducing	v.يُغوي@n+m.إغواء
screeching	v.يصرخ@a.صارخ
digicam	n+f.كاميرا رقمية
reedy	a.نحيل@a.قصبي
ceded	v.تنازل@a.مُتنازَل عنه
reformulated	v.أعاد صياغة@a.مُعاد صياغته
imbued	v.أشبع@a.مُشبَع
amide	n+m.أميد
fearsome	a.مخيف@a.رهيب
psychometric	a.قياسي نفسي
bruckner	n+m.بروكنر
likeable	a.محبوب
sleds	n+f.زلاجات
christendom	n+f.المسيحية
expressionism	n+f.تعبيرية
postcodes	n+f.رموز بريدية
biographer	n+m.كاتب سيرة
wreak	v.يُنزل@v.يُلحق
tarragona	n+f.طراغونة
penultimate	a.قبل الأخير
qatari	a.قطري@n+m.قطري
leotard	n+m.بدلة رقص
constructivist	a.بنائي@n+m.بنائي
bridegroom	n+m.عريس
underpinned	v.دعم@a.مدعوم
catchments	n+f.مستجمعات مياه
swarming	v.يتسرب@a.مُحتشد
accomplice	n+m.شريك جريمة
chuckles	v.يضحك@n+f.ضحكات
fostoria	n+f.فوستوريا
straightener	n+m.مكواة شعر
capra	n+m.كابرا
shakti	n+f.شاكتي
looper	n+m.دودة قياس
morphogenesis	n+m.تخلق شكلي
sidelined	v.أقصى@a.مُقصى
irregularity	n+f.عدم انتظام
immigrated	v.هاجر
grayling	n+m.سمك رمادي
gash	n+f.جرح عميق@v.يجرح
bloat	v.ينتفخ@n+m.انتفاخ
impeded	v.أعاق@a.مُعاق
gravestone	n+m.شاهد قبر
pompous	a.متعجرف@a.مُتكلِّف
backwater	n+m.مياه راكدة@n+f.منطقة نائية
kiwis	n+m.كيوي
monomers	n+f.مونومرات
subvert	v.يُقوّض@v.يُخرّب
summative	a.تجميعي@a.ختامي
arpanet	n+f.أربانت
advil	n+m.أدفيل
seder	n+m.سيدر
muscled	a.عضلي@v.شق طريقه
instrumentality	n+f.وسيلة
insomniac	n+m.مصاب بأرق@a.أرقي
barnaby	n+m.بارنابي
detonated	v.فجّر@a.مُفجَّر
addie	n+f.آدي
electrophysiology	n+m.فسيولوجيا كهربائية
gorey	n+m.غوري
rosanne	n+f.روزان
impassioned	a.متحمس@a.ملتهب
decrement	n+m.إنقاص@v.يُنقص
esau	n+m.عيسو
productively	ad.بإنتاجية
desperado	n+m.مجرم يائس
berlioz	n+m.برليوز
lytton	n+m.ليتون
solidify	v.يُصلّب@v.يتصلب
callas	n+m.كالاس
takings	n+f.إيرادات
triplex	n+m.ثلاثي@a.ثلاثي
handpicked	v.اختار بعناية@a.منتقى
bareilly	n+f.بريلي
ruminations	n+f.تأملات
anatolia	n+f.الأناضول
exteriors	n+f.خارجيات
mouton	n+m.موتون
callisto	n+f.كاليستو
contagion	n+m.عدوى@n+f.انتشار
cameos	n+f.ظهورات قصيرة
archimedes	n+m.أرخميدس
casings	n+f.أغلفة
abutting	v.يُجاور@a.مُتاخم
desecration	n+f.تدنيس
equalizers	n+f.معادلات
embarcadero	n+m.إمباركاديرو
wuppertal	n+f.فوبرتال
gunmetal	n+m.رمادي معدني@a.رمادي داكن
bolstered	v.عزّز@a.مُعزَّز
pocketbook	n+m.دفتر جيب@n+f.محفظة
townes	n+m.تاونز
mexicali	n+f.مكسيكالي
anselmo	n+m.أنسيلمو
inverting	v.يعكس@n+m.قلب
misinterpreted	v.أساء تفسير@a.مُساء تفسيره
garlands	n+f.أكاليل
sparkly	a.متلألئ@a.براق
automaker	n+m.صانع سيارات
sputum	n+m.بلغم
ornithology	n+m.علم الطيور
mongol	n+m.منغولي@a.منغولي
audacious	a.جريء@a.وقح
midshipmen	n+m.ضباط بحرية صغار
peeler	n+f.مقشرة
degrades	v.يُحطّ@v.يتحلل
forefoot	n+f.مقدمة القدم
maggiore	n+m.ماجوري
protestantism	n+f.البروتستانتية
calibrating	v.يُعايِر@n+m.معايرة
soreness	n+m.ألم@n+f.حساسية
boldness	n+f.جرأة@n+m.شجاعة
repeals	v.يُلغي@n+f.إلغاءات
confrontational	a.تصادمي
entrapment	n+m.إيقاع@n+f.فخ
brecht	n+m.بريخت
debuggers	n+f.مُصححات أخطاء
advection	n+m.انتقال حراري
dubs	v.يُلقّب@n+f.دبلجات
surya	n+m.سوريا
yazoo	n+m.يازو
keogh	n+m.كيو
cramping	v.يُسبب تشنجاً@n+m.تشنج
kalgoorlie	n+f.كالغورلي
screenwriters	n+m.كُتّاب سيناريو
minimisation	n+f.تقليل
perturbative	a.اضطرابي
ducting	n+m.أنابيب توصيل
chagall	n+m.شاغال
chopsticks	n+f.عيدان أكل
ophthalmologists	n+m.أطباء عيون
adjudicator	n+m.مُحكِّم
fantom	n+m.شبح
montparnasse	n+m.مونبارناس
hooligans	n+m.مشاغبون
cassius	n+m.كاسيوس
alpacas	n+f.ألباكا
nebo	n+m.نيبو
powdery	a.مسحوقي@a.ناعم
exportation	n+f.تصدير
diverge	v.يتباعد@v.يختلف
loosened	v.أرخى@a.مُرخى
uncharted	a.غير مستكشف
radian	n+m.راديان
roca	n+m.روكا
misunderstand	v.يُسيء فهم
incidences	n+f.حالات@n+f.معدلات
oncologists	n+m.أطباء أورام
virility	n+f.رجولة@n+m.فحولة
glaxo	n+f.غلاكسو
geyser	n+m.نافورة حارة
laverne	n+f.لافيرن
inalienable	a.غير قابل للتصرف
kylix	n+m.كيليكس
snowbird	n+m.طائر ثلجي@n+m.متقاعد مهاجر
untamed	a.جامح@a.غير مروض
visualizations	n+f.تصورات بصرية
painstakingly	ad.بجهد شاق
eben	n+m.إيبن
xxviii	n+m.الثامن والعشرون
annabelle	n+f.أنابيل
nightshade	n+m.باذنجانية
gerardo	n+m.جيراردو
taser	n+m.تيزر@v.يصعق
meddling	v.يتدخل@n+m.تدخل
bolo	n+m.سكين بولو@n+f.ربطة عنق
objecting	v.يعترض@a.معترض
writeup	n+m.تقرير@n+f.مقالة
gib	n+m.جيب
shoddy	a.رديء@a.مُزيَّف
deceptively	ad.بشكل خادع
confrontations	n+f.مواجهات
freelancing	n+m.عمل حر@v.يعمل بشكل حر
callie	n+f.كالي
salutation	n+f.تحية
heartbeats	n+f.دقات قلب
mersey	n+m.ميرسي
altercation	n+f.مشادة@n+m.شجار
trustworthiness	n+f.جدارة بالثقة
octagonal	a.ثماني الأضلاع
pillowcase	n+f.غطاء وسادة
mended	v.أصلح@a.مُصلَح
navigators	n+m.ملاحون
indochina	n+f.الهند الصينية
notches	n+f.شقوق@v.يُحقق
odysseus	n+m.أوديسيوس
unleashing	v.يُطلق العنان@n+m.إطلاق
unfavourable	a.غير مُوافق
crystallographic	a.بلوري
abject	a.بائس@a.تام
lymphomas	n+f.أورام لمفاوية
gratuities	n+f.إكراميات
regenerating	v.يُجدد@a.مُتجدد
grenville	n+m.غرينفيل
heretical	a.هرطقي
mervyn	n+m.ميرفين
riveted	v.برشم@a.مسمّر
histologic	a.نسيجي
quiescent	a.ساكن@a.خامل
strangeness	n+f.غرابة
tincture	n+f.صبغة
proliferative	a.تكاثري
kismet	n+m.قسمة@n+f.قدر
takeovers	n+f.استحواذات
erecting	v.يُقيم@n+m.إقامة
drafter	n+m.رسام@n+m.صائغ
conga	n+f.كونغا
bdl	n+m.حزمة
tenderer	n+m.مُقدِّم عطاء
deejay	n+m.دي جي
agave	n+f.صبار أغافي
sicilia	n+f.صقلية
roku	n+m.روكو
compresses	v.يضغط@n+f.كمادات
impeller	n+f.مروحة دافعة
botulinum	n+m.بوتولينوم
hookah	n+f.نرجيلة
lucian	n+m.لوسيان
pitting	v.يُحفر@n+m.تآكل
aby	n+m.آبي
psychotherapist	n+m.معالج نفسي
bradstreet	n+m.برادستريت
persevere	v.يُثابر@v.يصمد
extramural	a.خارج الجامعة
nearshore	a.قريب من الشاطئ
detractors	n+m.منتقدون
arabesque	n+f.أرابيسك@a.زخرفي
fittest	a.الأصلح
tarnish	v.يُشوّه@n+m.تشويه
isthmus	n+m.برزخ
airliners	n+f.طائرات ركاب
anas	n+m.أنس
hildebrand	n+m.هيلدبراند
eateries	n+f.مطاعم
holograms	n+f.صور ثلاثية الأبعاد
feu	n+m.إقطاع
treads	v.يدوس@n+f.دعسات
tox	n+m.سموم
encrypts	v.يُشفّر
forwarder	n+m.وكيل شحن
lengthen	v.يُطيل@v.يمتد
socialized	v.اختلط@a.اجتماعي
mayday	n+m.نداء استغاثة@int.مايداي
esperance	n+f.إسبيرانس
barista	n+m.صانع قهوة
honing	v.يصقل@n+m.صقل
bacteriology	n+m.علم الجراثيم
oxbridge	n+f.أوكسبريدج
prodigious	a.هائل@a.خارق
reordering	v.يُعيد ترتيب@n+f.إعادة ترتيب
spoonful	n+f.ملعقة
beeps	v.يُصفّر@n+f.صفارات
sociable	a.اجتماعي@a.ودود
requisitions	n+f.طلبات@v.يصادر
scleroderma	n+m.تصلب الجلد
deftly	ad.بمهارة@ad.برشاقة
raucous	a.صاخب@a.أجش
geopolitics	n+m.جيوسياسة
optimizers	n+f.مُحسّنات
curios	n+f.تحف
hairpin	n+f.دبوس شعر@a.حاد
toasts	n+f.أنخاب@v.يشرب نخب
litmus	n+m.ورقة عباد الشمس
collaborates	v.يتعاون
greys	n+m.رماديات@v.يشيب
exaggerate	v.يُبالغ
speculum	n+m.منظار
odes	n+f.قصائد غنائية
nabisco	n+f.نابيسكو
tootsie	n+f.توتسي
blushed	v.احمرّ خجلاً
saddest	a.أحزن
spools	n+f.بكرات
medico	n+m.طبيب
grinds	v.يطحن@n+f.طحنات
exempts	v.يُعفي@a.مُعفى
quadrupole	n+m.رباعي القطب
menominee	n+m.مينوميني
outpatients	n+m.مرضى خارجيون
immorality	n+f.لاأخلاقية
coulee	n+m.وادٍ جاف
bugged	v.راقب@a.مُراقَب
addington	n+m.أدينغتون
marcellus	n+m.مارسيلوس
gilda	n+f.غيلدا
sojourner	n+m.مُقيم مؤقت
wench	n+f.فتاة@n+f.خادمة
spontaneity	n+f.عفوية
illusory	a.وهمي@a.خادع
annenberg	n+m.أنينبرغ
rescission	n+m.إلغاء@n+f.فسخ
perrier	n+m.بيرييه
sympathize	v.يتعاطف
ribose	n+m.ريبوز
inspects	v.يُفتّش@v.يتفحص
lefties	n+m.يساريون
faggot	n+m.حزمة حطب
bloomer	n+m.بلومر@n+f.زهرة
barrows	n+f.تلال دفن
kyat	n+m.كيات
tantamount	a.مساوٍ@a.بمثابة
cagney	n+m.كاغني
sarong	n+m.سارونغ
slaughtering	v.يذبح@n+m.ذبح
lumped	v.جمع@a.مُجمَّع
stepwise	ad.خطوة بخطوة@a.تدريجي
straighteners	n+f.مكاوي شعر
scribed	v.نقش@a.منقوش
dissected	v.شرّح@a.مُشرَّح
borrows	v.يستعير
frigid	a.شديد البرودة@a.جامد
butters	v.يدهن بالزبدة@n+m.أنواع زبدة
hemispheres	n+f.نصفا كرة
armrest	n+m.مسند ذراع
woollen	a.صوفي
vorticity	n+f.دوامية
approximates	v.يُقارب
overwriting	v.يكتب فوق@n+m.كتابة فوقية
recidivism	n+m.عودة للجريمة
ashram	n+m.أشرم
speculating	v.يتكهن@a.مُضارب
rounders	n+m.رونديرز
impairs	v.يُضعف@v.يُعيق
immobilization	n+f.تثبيت@n+m.شل حركة
carafe	n+f.إبريق
enteric	a.معوي
pawns	n+f.بيادق@v.يرهن
outermost	a.الأبعد
buccaneer	n+m.قرصان
marimba	n+f.ماريمبا
quarterbacks	n+m.لاعبو الوسط
peachy	a.ممتاز@a.خوخي
hotlink	n+m.رابط ساخن
seaplane	n+f.طائرة مائية
westphalia	n+f.ويستفاليا
augmenting	v.يزيد@n+m.زيادة
winded	a.لاهث@v.أفقد أنفاسه
myopia	n+f.قصر نظر
methinks	v.أظن
rambles	v.يتجول@n+f.جولات
tyndale	n+m.تيندال
diatoms	n+f.دياتومات
blunts	v.يُبلّد@n+f.سيجارات
interne	n+m.متدرب
billionaires	n+m.مليارديرات
rantings	n+f.هذيان
angeline	n+f.أنجيلين
dawning	v.يبزغ@n+m.بزوغ
capacitive	a.سعوي
naturopathy	n+m.علاج طبيعي
theocracy	n+f.ثيوقراطية
intelsat	n+m.إنتلسات
caplets	n+f.كبسولات مغلفة
quint	n+m.خماسي
cheeseburger	n+m.تشيزبرغر
wingers	n+m.لاعبو جناح
middleman	n+m.وسيط
derailleur	n+m.مبدل تروس
congratulating	v.يُهنئ@n+m.تهنئة
dorking	n+m.دوركينغ
flagrant	a.صارخ@a.فاضح
wane	v.يتضاءل@n+m.تناقص
trachea	n+f.قصبة هوائية
loins	n+f.خاصرة
uneventful	a.هادئ@a.عادي
scoundrels	n+m.أوغاد
numbing	a.مُخدِّر@v.يُخدّر
distraught	a.مذعور@a.مكروب
assassinate	v.يغتال
moldavia	n+f.مولدافيا
midge	n+f.هاموشة
unwavering	a.ثابت@a.راسخ
astronautics	n+m.علم الملاحة الفضائية
confidentially	ad.بسرية
piecemeal	ad.تدريجياً@a.مُجزَّأ
collet	n+m.طوق تثبيت
puckett	n+m.بوكيت
bilirubin	n+m.بيليروبين
flirty	a.مغازل@a.غنج
sondra	n+f.سوندرا
codification	n+f.تقنين
progressions	n+f.تقدمات
inferiority	n+f.دونية
burnished	v.صقل@a.مصقول
acidosis	n+m.حماض
osmotic	a.تناضحي
repositioning	v.يُعيد وضع@n+f.إعادة تموضع
eggers	n+m.إيغرز
knitter	n+m.حائك
clothe	v.يُكسو@v.يُلبس
swelled	v.انتفخ@a.منتفخ
belting	n+m.سيور@v.يضرب بحزام
snipes	v.يقنص@n+f.طيور شنقب
transliteration	n+f.نقحرة
breda	n+f.بريدا
gentleness	n+f.لطف@n+m.رقة
emitters	n+f.بواعث
staked	v.راهن@a.مُراهَن عليه
sandwiched	v.حشر@a.محشور
rigidly	ad.بصرامة@ad.بجمود
oyez	int.اسمعوا
simile	n+f.تشبيه
phalanx	n+f.كتيبة@n+f.سلامية
hindering	v.يُعيق@a.مُعيق
sloped	v.انحدر@a.مائل
dashboards	n+f.لوحات قيادة
chron	n+m.تسلسل زمني
roundhouse	n+m.مستودع قاطرات
encapsulates	v.يُغلّف@v.يُلخّص
homologue	n+m.نظير
melba	n+f.ميلبا
sifting	v.يُغربل@n+m.غربلة
glucagon	n+m.غلوكاغون
nicolai	n+m.نيكولاي
milos	n+m.ميلوس
rivas	n+m.ريفاس
ambivalence	n+f.ازدواجية مشاعر
loudness	n+f.جهارة@n+m.صخب
guillotine	n+f.مقصلة@v.يُعدم بالمقصلة
intertidal	a.بين المدّين
chartering	v.يستأجر@n+m.استئجار
bream	n+m.سمك أبراميس
reverting	v.يعود@n+m.رجوع
dionysus	n+m.ديونيسوس
meander	v.يتلوى@n+m.تعرج
leanings	n+f.ميول
groans	v.يئن@n+f.أنات
canker	n+f.قرحة@v.يُفسد
poof	int.بوف@n+m.اختفاء
keener	a.أكثر حدة
meaningfully	ad.بشكل هادف
audios	n+f.تسجيلات صوتية
embellishment	n+m.تزيين@n+f.زخرفة
confesses	v.يعترف
gullible	a.ساذج@a.سهل الخداع
biogenesis	n+f.تولّد حيوي
