pl.अंगण	n+m.courtyards
सूत	n+f.thread@n+f.yarn
सूत कातणे	n+n.spinning
सूतकामगार	n.spinners
सूत्र	n+n.formula@n+m.maxim@n+m.sutra
सूत्रग्रंथ	n+m.formulary
सूत्रबद्ध	a.formulary
सूत्रसंचालक	n+m.emcee
सूत्रसंचालन करणे	v.emcee
सूत्री विभाजनाचा	a.mitotic
सूत्रीकरण	n+f.formulation@n+f.formulations
सूत्रे	n.formulae@n+f.formulas@n+f.maxims
सूप	n+m.broth@n+f.soup@n+f.soups
सूफी	n+m.sufi@a.sufi
सूफीवाद	n+m.sufism
सूर	n+m.chords@n+f.melody
सूरा	n+f.sura@n+f.surah
सूर्य	n+m.sol@n+m.sun@n+m.suns@n+m.surya
सूर्य दिवस	n+n.sols
सूर्यकलंक	n+m.sunspot
सूर्यकिरण	n+m.sunbeam
सूर्यघड्याळ	n+n.sundial@n+m.sundials
सूर्यछत्री	n+f.parasol
सूर्यप्रकाश	n+m.sunburst@n+m.sunlight@n+f.sunshine
सूर्यफूल	n+m.sunflower@n.sunflowers
सूर्यरक्षक	n.visors
सूर्यविरहित	a.sunless
सूर्यास्त	n+f.sundown@n+m.sunset@n.sunsets
सूर्योदय	n+m.sunrise
सूसा	n.sousa
सूसी	n.susie
सृष्टिकर्ता	n+m.creator
सृष्टिवाद	n+m.creationism
सृष्टिवादी	n+m.creationist
सृष्टी	n+n.creations
सॅक	n+m.sac
सॅकव्हिल	n+m.sackville
सॅको	n+m.sacco
सॅक्रामेंटो	n+m.sacramento
सॅक्स	n.sachs@n.saks@n+m.sax
सॅक्सन	n+m.sachsen@n+m.saxon@a.saxon
सॅक्सन लोक	n+m.saxons
सॅक्सोनी	n.saxony
सॅक्सोफोन	n+m.saxophone@n+m.saxophones
सॅक्सोफोन वादक	n+m.saxophonist
सॅगिनॉ	n.saginaw
सॅटिन	n+m.satin
सॅटिनचा	a.satin
सॅटीन	n+m.sateen
सॅडलबॅक	n+m.saddleback
सॅडी	n.sadie
सॅन	n+m.san
सॅनफोर्ड	n+m.sanford
सॅनिटायझर	n+m.sanitizer
सॅन्टियागो	n+n.santiago
सॅपोरो	n.sapporo
सॅब	n.sab
सॅबिन	n+m.sabin
सॅम	n+m.sam
सॅमसंग	n+m.samsung
सॅमसन	n+m.samson
सॅमसोनाइट	n.samsonite
सॅमी	n+m.sammy
सॅमोस	n+m.samos
सॅम्पलर	n+m.sampler
सॅम्पसन	n.sampson
सॅम्युएल	n+m.samuel
सॅम्युएलसन	n+m.samuelson
सॅल	n+m.sal
सॅलड	n+m.salad
सॅलामँडर	n+m.salamander
सॅलिंजर	n+m.salinger
सॅलिसबरी	n+n.salisbury
सॅलिसिलेट	n+m.salicylate
सॅली	n.sallie@n+f.sally
सॅलोमी	n+f.salome
सॅल्मन मासा	n+m.salmon
सॅव्हॉय	n.savoie
सॅव्होना	n+f.savona
सॅसाफ्रास वृक्ष	n+m.sassafras
सॅसून	n.sassoon
सॅस्क्वॉच	n+m.sasquatch
सेंट	n+m.cent@n+m.cents@n+m.st
सेंटिमीटर	n+m.centimetres
सेंटॉर	n+m.centaur
सेंट्रालिया	n.centralia
सेंडाई	n+n.sendai
सेंद्रिय	a.organic@n+m.organics
सेंद्रियपणे	ad.organically
सेकंद	n+m.sec@n+m.second@n+m.seconds@n+f.secs
सेको	n+m.seiko
सेक्विन	n+m+pl.sequins
सेक्विन जडित	a.sequined
सेगफॉल्ट	n+m.segfault
सेगर	n.sager
सेगा	n+f.sega
सेगुंडो	n.segundo
सेगोव्हिया	n+m.segovia
सेज गवत	n+m.sedge
सेजब्रश	n+m.sagebrush
सेझान	n+m.cezanne
सेट करत	v.setting
सेटअप	n+m.setup
सेटन	n.seton
सेटर	n+m.setter@n.setters
सेटिंग	n+f.setting@n+f.settings
सेटिंग्ज लावणे	v.configure
सेठ	n+m.seth
सेडान	n.sedans
सेडान गाडी	n+f.sedan
सेडी	n+m.cedi
सेड्रिक	n.cedric
सेदर	n+m.seder
सेन	n+m.cen@n+m.sen
सेना	n+f.corps@n+f.legion@n.legions@n+f.senna
सेनापती	n+m.commandant@n+m.commander@n+m.commanders@n+m.generals
सेनेका	n+m.seneca
सेनेगल	n+n.senegal
सेन्योर	n+m.senor
सेन्स	n.sens
सेन्सर	n+m.censor@n+m+pl.censors@n+m.sensor@n+m.sensors
सेन्सर करणे	vt.censor@v.censoring
सेन्सर करतो	v.censors
सेन्सरशिप	n+n.censoring
सेन्सॉर केलेला	a.censored
सेन्सॉरशिप	n+f.censorship
सेपियन्स	n+m.sapiens
सेपिया	n+f.sepia
सेप्टिक	a.septic
सेप्टुआजिंट	n+f.septuagint
सेप्सिस	n+m.sepsis
सेफवे	n.safeway
सेबल	n+m.sable
सेबू	n.cebu
सेबॅस्टियन	n+m.sebastian
सेम	n+m.sem
सेमाफोर	n+m.semaphore
सेमिटिक	a.semitic
सेमिटिझम	n+m.semitism
सेमिनार	n+m.seminar@n+m.seminars
सेमिनोल	n.seminole@n.seminoles
सेमोर	n+m.seymour
सेरा	n.serra
सेरानो	n.serrano
सेरिफ	n+m.serif
सेरीन	n+m.serine
सेरेंगेटी	n.serengeti
सेरेना	n+f.serena
सेरेस	n.ceres
सेरोटोनिन	n+m.serotonin
सेल	n+m.cell
सेलम	n+n.salem
सेलांगोर	n.selangor
सेलिना	n+f.celina
सेलिनी	n+m.cellini
सेलिब्रिटी	n+m.celeb@n+m.celebrities@n+m.celebrity@n+m.celebs
सेलिया	n.celia
सेलेना	n.selena
सेलेनियम	n+m.selenium
सेलेने	n+f.selene
सेलेरी	n+f.celery
सेलेस्ट	n.celeste
सेलो	n+m.cello
सेलोफेन	n+m.cellophane
सेल्कर्क	n.selkirk
सेल्ट	n+m.celt
सेल्टझर	n+n.seltzer
सेल्टिक	a.celtic@n+m.celtic
सेल्टिक्स	n.celtics
सेल्डन	n+m.selden
सेल्मा	n.selma
सेल्युलर	a.cellular
सेल्युलाइट	n+n.cellulite
सेल्युलॉइड	n+n.celluloid
सेल्युलोज	n+m.cellulose
सेल्सियस	n+m.celsius
सेवक	n+m.retainer@n+m.retainers@n+f.servant
सेवन	n+m.intake@n.intakes
सेवन करणे	vt.consume
सेवर्ड	n.seward
सेवा	n+f.service@n+f.services@n+f.serving
सेवा करणारा	a.ministering
सेवा करणे	v.ministering@vt.serve
सेवा करत	v.serving
सेवा करतो	v.serves
सेवा केली	v.served
सेवा केलेला	a.serviced
सेवानिवृत्त करत आहे	v.decommissioning
सेवानिवृत्ती	n+n.decommissioning
सेवाभाव	n+n.caregiving
सेवेतून काढले	v.decommissioned
सेवॉय	n.savoy
सेव्हर	n+m.saver
सेव्हरस	n+m.severus
सेव्हर्न	n.severn
सेव्हिल	n.seville
सेशेल्स	n+n.seychelles
सेसिल	n+m.cecil@n+f.cecile
सेसिलिया	n.cecilia
सेसेलिया	n+f.cecelia
सेस्ना	n.cessna
सैतान	n+m.devil@n+m.devils@n+m.satan
सैतानवाद	n+m.satanism
सैतानी	a.satanic
सैद्धांतिक	a.theoretic@a.theoretical
सैद्धांतिकरित्या	ad.theoretically
सैनिक	n+m.casuals@n+m.fighters@n.servicemen@n+m.soldier@n+m.soldiers@n+m.trooper@n.troopers@n+m.troops@n+m.warrior
सैन्य	n+f.armies@n+f.army@n+f.forces@n+f.troops
सैन्य पुरवठा	a.logistic
सैल	a.baggy@a.loose@a.loosened
सैल करणे	vt.loosen@v.loosening
सैल केले	v.loosened
सैल पँट	n.slacks
सैलपणे	ad.loosely
सॉकाई सॅल्मन	n+m.sockeye
सॉकेट	n+m.socket@n+m.sockets
सॉक्रेटीस	n.socrates
सॉना	n+m.sauna
सॉनेट	n+m+pl.sonnets
सॉन्टॅग	n+m.sontag
सॉन्डर्स	n+m.saunders
सॉन्डहाइम	n+m.sondheim
सॉन्ड्रा	n+f.sondra
सॉफ्टकव्हर	n+m.softcover
सॉफ्टनर	n+n.softener
सॉफ्टबॉल	n+m.softball
सॉफ्टवेअर	n+m.software
सॉयर	n+m.sawyer
सॉरेल वनस्पती	n+m.sorrel
सॉर्बे	n+m.sorbet
सॉलिटेअर खेळ	n+m.solitaire
सॉवरक्राउट	n+f.kraut
सॉस	n+m.sauce@n+f.sauces
सॉसेज	n+m.banger@n+m.sausage@n.sausages@n+m.weenie
सोंग	n+n.charade@n+f.masquerade
सोंग करणे	vt.pretending
सोंग घेणे	vi.masquerade@v.masquerading
सोंग घेतो	v.pretends
सोंड	n+f.snout
सोकोरो	n.socorro
सोटो	n.soto
सोडणारे	n.leavers
सोडणे	vt.desert@v.discharge@v.dropping@vt.leave@v.letting@v.quit@vi.quits@vt.quitting@vt.release@v.releasing@v.shed@vt.unleash@v.unleashing
सोडत	v.leaving@n+f.lottery
सोडत आहे	v.discharging@v.loosing
सोडतो	vt.discharges@v.leaves@vt.spares
सोडला	v.forsaken
सोडले	v.left@v.released@v.untied
सोडलेला	a.dropped@a.forsaken@a.weaned
सोडवणारा	a.redeeming@n+m.solver@a.solving
सोडवणारे	n.solvers
सोडवणे	v.redeem@v.resolve@vt.resolving@vt.settle@v.solve@v.solving
सोडवत आहे	v.redeeming
सोडवता येण्यासारखा	a.solvable
सोडवतो	vt.solves
सोडवले	v.resolved@v.solved
सोडवलेला	a.resolved@a.solved
सोडा	n+m.soda
सोडियम	n+m.sodium
सोडून	prep.barring
सोडून जाणे	vt.deserts
सोडून दिले	v.abandoned@v.ceded@v.relinquished
सोडून दिलेला	a.abandoned@a.omitted
सोडून देणे	vt.abandon@vt.ditch@v.forego@v.forgo@v.forsake@vt.relinquish@vt.waive@v.waiving
सोडून देत आहे	v.abandoning
सोडून देतो	v.abandons@v.waives
सोनाटा	n+f.sonata@n.sonatas
सोनार	n+m.goldsmith@n+m.goldsmiths@n+m.sonar
सोनिक	a.sonic
सोनिया	n.sonia
सोनी	n+m.sony
सोने	n+n.gold
सोने लावले	v.gilded
सोनेरी	a.gilded@a.gilt@a.gold@a+m.golden@a+f.golden@a+n.golden@a.vermeil
सोनेरी केस असलेला	a.blond
सोनेरी केस असलेल्या	n+f.blondes
सोनेरी केसांचा	a.blonde
सोनेरी केसांची	n+f.blonde
सोनेरी थर	n+m.gilt
सोनेरी मासा	n+m.goldfish
सोनोरन	a.sonoran
सोनोरा	n.sonora
सोन्या	n.sonja@n.sonya
सोन्याची खाण	n+f.goldmine
सोन्याची वीट	n+n.bullion
सोपबॉक्स	n+m.soapbox
सोपवणे	vt.delegate@vt.delegates@v.delegating@vt.entrust
सोपवले	v.consigned
सोपवलेला	vt.entrusted
सोपा	a+m.easy@a.facile@a+m.simple@a.straightforward
सोपा केलेला	a.simplified
सोपी	a+f.easy@a+f.simple
सोपी गोष्ट	n+m.cinch
सोपे	a.easier@a+n.easy@a+n.simple
सोपे करणे	v.demystifying@n+f.simplification@vt.simplify@vt.simplifying
सोपे करत आहे	v.easing
सोपे करतो	vt.eases@vt.simplifies
सोप्या शब्दात	ad.simply
सोप्रानो	n+m.soprano
सोप्रानो गायक	n.sopranos
सोफा	n+m.couch@n+m.sofa@n+m.sofas
सोफा कव्हर	n+n.slipcover
सोफिया	n+f.sofia@n+f.sophia
सोफी	n+f.sophie
सोफोक्लीझ	n+m.sophocles
सोबत	ad.alongside@n+f.companionship@prep.with
सोबत असणारा	a.concomitant
सोबत असणे	vt.accompanies
सोबत असलेला	a.accompanied
सोबत करणारा	n+m.escort
सोबत करणे	v.escort
सोबत करतो	v.escorts
सोबत केले	v.accompanied
सोबत जाणे	vt.accompany@v.accompanying
सोबत नेणे	v.escorting
सोबत नेलेला	vt.escorted
सोबत राहणे	v.chaperones
सोबतचा	a.accompanying
सोबतचे पदार्थ	n+n.accompaniments
सोबती	n+m.companion@n+m.mate@n+m.mates
सोबतीदार	n+m.escorts
सोम	n+m.som
सोम नदी	n+f.somme
सोमवार	n+m.mon@n+m.monday@n+m.mondays
सोमा	n+m.soma
सोमालिया	n+n.somalia
सोमाली	a.somali@n+m.somali
सोमालीलँड	n+m.somaliland
सोय	n+f.convenience@n+f.expediency
सोयाबीन	n+f.soy@n+m.soybean@n.soybeans
सोयी	n+m.amenities
सोयीचा	a.convenient@a.handy
सोयीस्करपणे	ad.conveniently
सोयुझ	n+m.soyuz
सोरा पक्षी	n+f.sora
सोरायसिस	n+m.psoriasis
सोरेंटो	n.sorrento
सोर्सफोर्ज	n+m.sourceforge
सोर्सिंग	n+n.sourcing
सोल	n+n.seoul@n+m.sol@n+m.sols
