-artig	a.natured
schwieriger	a+m.hard@a+m.difficult@a.harder@a.tougher
schwieriges	a+n.hard@a+n.difficult
schwierigste	a.hardest@a.toughest
schwillt	v.swells
schwimmen	v.float@v.swim@v.swims
schwimmend	v.swimming@a.floating@a.floated@a.afloat
schwimmfähig	a.buoyant
schwimmt	v.floats
schwindelerregend	a.dizzying
schwindelig	a.dizzy@a.giddy
schwinden	v.dwindling
schwindend	a.fading@a.waning@a.dwindling
schwindet	v.fades
schwingen	v.swing@v.oscillating@v.vibrate
schwingend	v.swinging@v.wielding@a.oscillatory
schwingt	v.swings
schwirren	v.twang
schwitzen	v.sweat
schwitzend	v.sweating
schwitzt	v.sweats
schwoll	v.swelled
schwor	v.vowed@v.swore
schwul	a.gay
schwungvoll	a.swinging
schwächen	v.weaken
schwächend	v.weakening@a.debilitating@v.debilitating
schwächer	a.weaker@a.fainter
schwächlich	a.puny@a.sickly@a.wimpy
schwächste	a.weakest
schwächt	v.weakens@v.impairs
schwärmen	v.rave@v.swarm@v.gush
schwärmend	v.gushing@v.swarming
schwärmt	v.raves@v.moons@v.swarms
schwärzen	v.redacted
schwärzer	a.blacker
schwärzte	v.blackened
schwören	v.swear@v.vow
schwörend	v.swearing
schwört	v.swears
schwül	a.humid@a.sultry
schäbig	a.trashy@a.shabby@a.sleazy@a.junky@a.sordid@a.shoddy@a.seedy@a.scruffy
schädigen	v.impair
schädlich	a.harmful@a.damaging@a.detrimental@a.noxious@a.prejudicial@a.injurious@a.deleterious@a.pernicious
schälen	v.peel@v.pared@v.peels@v.pare
schälend	v.peeling@v.paring
schälte	v.peeled
schändlich	a.shameful@a.disgraceful@a.nefarious
schärfen	v.hone@v.sharpen@v.honed@v.sharpened@v.whet
schärfend	v.sharpening
schärfer	a.sharper@a.keener@a.tangier
schärfste	a.sharpest@a.harshest
schätzen	v.value@v.estimate@v.appreciate@v.treasure@v.cherish@v.appreciating@v.appraise
schätzend	v.estimating@v.valuing@v.appraising
schätzt	v.estimates@v.appreciates
schätzte	v.estimated@v.appreciated@v.treasured
schäumen	v.froth
schäumend	a.foaming@v.foaming@a.foamy
schäumt	v.foams
schön	ad.nicely
schöne	a+f.nice@a+f.beautiful
schöner	a+m.nice@a+m.beautiful@a.nicer@a.prettier
schönes	a+n.nice@a+n.beautiful
schönste	a.nicest@a.prettiest@a.fairest
schöpferisch	ad.creatively
schöpft	v.scoops
schöpfte	v.scooped
schüchtern	a.shy@a.coy@a.timid
schüchterte ein	v.intimidated
schüren	v.stoke
schürfend	v.prospecting
schürte	v.stoked
schütteln	v.shake@v.buffets
schüttelnd	v.shaking
schüttelt	v.shakes
schüttelte	v.shook
schütten	v.pour
schüttet	v.pours
schützen	v.protect@v.shield@v.shelter@v.safeguard
schützend	a.protective@v.protecting@v.safeguarding@v.sheltering
schützt	v.protects@v.shields@v.safeguards@v.defends
schützte	v.protected@v.safeguarded
scrollen	v.scroll
scrollend	v.scrolling
scrollt	v.scrolls
sechs	a.six
sechseckig	a.hexagonal
sechster	a.sixth
sechzehn	a.sixteen
sechzehnte	a.sixteenth
sechzig	a.sixty
sedierend	a.sedative
sedimentär	a.sedimentary
seelenvoll	a.soulful
seewärts	ad.seaward
segeln	v.sail
segelnd	v.sailing
segelt	v.sails
segelte	v.sailed
segmental	a.segmental
segmentiert	a.segmented
segmentär	a.segmental
segnen	v.bless
segnend	v.blessing
segnete	v.blessed
segregieren	v.segregate
segregiert	a.segregated
sehen	v.see
sehend	v.seeing@a.sighted
sehnen	v.longed
sehnsüchtig	a.longing@a.wishful
sehnt sich	v.longs
sehr	ad.very@ad.highly@ad.greatly@a.tres@ad.sorely
seicht	a.shallow
seiden	a.silk@a.silken
seidenartig	a.silken
seidig	a.silky
seiend	v.being
seifig	a.soapy
sein	v.be@pron+m.his@pron+n.his@pron+m.its@pron+n.its@v.ser
sein Veto einlegen	v.veto@v.vetoed
seine	pron+f.his@pron+f.its
seinen Sitz haben	v.headquarter
seismisch	a.seismic
seit	prep.since
seitig	a.sided
seitlich	a.lateral@a.sideways@ad.laterally@ad.broadside
seitwärts	ad.sideways
sekretorisch	a.secretory
sektiererisch	a.sectarian
sektional	a.sectional
sektoral	a.sectoral
sekundär	a.secondary
selbe	a+f.same
selber	a+m.same
selbes	a+n.same
selbst	pron.self
selbst angebaut	a.homegrown
selbstbetrachtend	a.introspective
selbstbewusst	a.confident@ad.confidently
selbstgefällig	a.smug@a.complacent
selbstgemacht	a.homemade
selbstlos	a.selfless@a.altruistic@a.unselfish
selbstmörderisch	a.suicidal
selbstständig	a.autonomous
selbstsüchtig	a.selfish
selbstzufrieden	a.complacent
selbständig	a.independent
selektiert	v.selects
selektiv	a.selective@ad.selectively
selten	ad.rarely@a.uncommon@ad.seldom@a.scarce@a.infrequent@ad.infrequently
seltene	a+f.rare
seltener	a+m.rare@a.rarer
seltenes	a+n.rare
seltenste	a.rarest
seltsam	a.odd@a.weird@a.bizarre@a.queer@a.peculiar@ad.strangely@ad.oddly@a.freaky@a.fey
seltsame	a+f.strange
seltsamer	a+m.strange
seltsamerweise	ad.curiously
seltsames	a+n.strange
seltsamste	a.strangest@a.weirdest
semantisch	a.semantic@ad.semantically
semitisch	a.semitic
senatorisch	a.senatorial
senden	v.send@v.broadcast@v.transmit
sendend	v.sending@v.transmitting
sendet	v.sends@v.broadcasts@v.transmits
senffarben	a.mustard
sengend	a.blistering@a.searing@a.scorching
senil	a.senile
senken	v.lower
senkend	v.lowering
senkrecht	a.vertical@ad.vertically@a.perpendicular
senkt	v.lowers
sensationell	a.sensational
sensibel	a.sensitive
sensibilisiert	v.sensitized
sensorisch	a.sensory
sentimental	a.sentimental
separat	a.separate@ad.separately
separatistisch	a.separatist
separiert	v.separates
septal	a.septal
septisch	a.septic
sequentiell	ad.sequentially
sequenziell	a.sequential
sequenziert	a.sequenced
sequenzierte	v.sequenced
serbisch	a.serbian@a.serb
serialisieren	v.serialize
serialisiert	a.serialized
serialisierte	v.serialized
seriell	a.serial
seriös	a.reputable
serologisch	a.serological
servieren	v.serve
serviert	v.serves
servierte	v.served
sesshaft	a.sedentary
setzen	v.set@v.put
setzend	v.putting
setzt	v.sets@v.puts
setzt fort	v.continues
setzt voraus	v.presupposes
setzt zurück	v.resets
setzte	v.staked
setzte aus	v.exposed
setzte fort	v.continued
seufzen	v.sigh
seufzend	v.sighing
seufzt	v.sighs
seufzte	v.sighed
sexieste	a.sexiest
sexistisch	a.sexist
sexuell	a.sexual@ad.sexually
sexy	a.sexy
sezieren	v.dissecting@v.dissect
seziert	v.dissected
shakespearisch	a.shakespearean
shampoonieren	v.shampoos
siamesisch	a.siamese
sibirisch	a.siberian
sic	ad.sic
sich abmühen	v.slog
sich abmühte	v.struggled
sich abzeichnend	a.looming
sich anbiedend	v.pandering
sich anlehnen	v.recline
sich anmelden	v.subscribes
sich anschmiegen	v.snuggle
sich auflösen	v.dissolve@v.dissolves
sich aufregen	v.fuss
sich aufspielen	v.grandstand
sich ausbreiten	v.sprawl
sich ausgeben als	v.masquerading@v.impersonate
sich auszeichnen	v.excels@v.excelled
sich bedankt	v.thanked
sich beeilen	v.hurry@v.hustle
sich befassen	v.deal
sich begebend	v.heading
sich belaufend auf	v.amounting
sich bemühen	v.strive
sich benehmen	v.behave
sich benehmend	v.behaving
sich beschweren	v.complain@v.bitching
sich beschwerend	v.complaining
sich beziehen	v.refer@v.pertain
sich beziehend	v.referring
sich biegend	v.curving
sich bücken	v.stoop
sich ducken	v.crouch
sich durchgesetzt	v.prevailed
sich durchschlagen	v.fend
sich durchsetzen	v.prevail
sich einmischen	v.interfere
sich einmischend	v.meddling
sich einschiff	v.embark
sich entfaltend	a.unfolding
sich enthalten	v.abstain
sich entscheidend	v.opting
sich entschuldigen	v.apologize@v.apologise
sich entschuldigend	v.apologizing
sich entwickeln	v.evolve@v.unfold
sich entwickelnd	a.evolving
sich ergab	v.ensued
sich ergeben	v.ensue
sich ergebend	v.surrendering
sich erholen	v.recover@v.relax@v.recreate
sich erinnern	v.remember@v.recall@v.recollect@v.reminisce
sich erinnernd	v.remembering
sich erkundigen	v.inquires
sich fragen	v.wonder
sich fragend	v.wondering
sich freiwillig gemeldet	v.volunteered
sich freiwillig melden	v.volunteer
sich freiwillig meldend	v.volunteering
sich freuen	v.rejoice@v.rejoicing
sich gönnen	v.indulge
sich haltend an	v.adhering
sich herausstellte	v.transpired
sich hängen lassen	v.slouch
sich hüten	v.beware
sich irren	v.err
sich krümmen	v.hunch
sich kümmern	v.minding
sich kümmernd	v.caring
sich leisten	v.afford@v.affording
sich maskieren	v.masquerade@v.masquerading
sich mischen	v.mingle
sich mischend	v.mingling
sich neu formieren	v.regroup
sich niederlassen	v.settle
sich niederlassend	v.settling
sich nähern	v.approach
sich nähernd	v.nearing
sich plagen	v.travail
sich prügeln	v.brawl
sich rühren	v.stirs@v.budge
sich sammeln	v.rally
sich schlängeln	v.meandering
sich sehnen	v.longed@v.yearn
sich sehnen nach	v.crave
sich sehnend	v.craving@v.yearning
sich selbst	pron.yourself@pron.itself@pron.themselves@pron.himself@pron+f.herself@pron.oneself@pron.selves
sich setzen	v.perch
sich sonnen	v.basking@v.bask
sich sorgen	v.worry@v.fret
sich sorgend	v.worrying
sich spalten	v.cleave
sich spezialisierend	v.majoring
sich streiten	v.spar@v.sparring
sich sträuben	v.bristle
sich stürzen	v.pounce
sich trauen	v.dare
sich unterhalten	v.converse@v.mingle
sich unterhaltend	v.conversing
sich unterscheiden	v.differ
sich unterziehen	v.undergo
sich verbürgen	v.vouch
sich verflüchtigen	v.vanish
sich verhalten	v.behave
sich verhaltend	v.behaving
sich verhören	v.misheard
sich verjüngen	v.taper@v.tapers
sich verjüngend	v.tapering
sich verlassen	v.rely
sich verlassend	v.relying
sich vermehren	v.proliferate
sich versammeln	v.congregate
sich verschlechternd	a.deteriorating
sich verschwören	v.conspire
sich verwandeln	v.morph
sich vollfressen	v.gorge
sich vorgestellt	v.envisioned
sich vorstellen	v.imagine@v.visualize@v.envision@v.envisage
sich vorstellend	v.conceiving@v.picturing@v.envisioning
sich vorstellt	v.envisions
sich wagen	v.venturing
sich widersetzen	v.resist@v.oppose@v.defy
sich wiederholen	v.recur
sich wiederholend	a.repetitive@a.repeating
sich wundern	v.marvel
sich wölben	v.bulge
sich zersetzen	v.decompose
sich zurücklehnend	v.reclining
sich zurückziehen	v.retreat@v.retire@v.retreated
sich zurückziehend	v.retreating
sich zusammenballen	v.conglomerate
sich zusammendrängen	v.huddle
sich zuziehen	v.incur
sich zuziehend	v.incurring
sich zuzieht	v.incurs
sicher	a.sure@ad.sure@ad.safely@ad.securely
sichere	a+f.certain@a+f.safe@a+f.secure
sichere Aufbewahrung	n+f.safekeeping
sicherer	a+m.certain@a+m.safe@a+m.secure@a.safer
sicheres	a+n.certain@a+n.safe@a+n.secure
sichergestellt	v.ensured
sicherlich	ad.certainly@ad.surely@ad.assuredly
sichern	v.secure@v.backup@v.belay
sichernd	v.securing
sicherste	a.safest
sicherstellen	v.ensure
sicherstellend	v.ensuring@v.insuring
sichert	v.secures
sicherte	v.secured
sichtbar	a.visible@a.viewable@ad.visibly
sichtlich	ad.visibly
sickend	v.oozing
sickern	v.ooze@v.seep
sie	pron+f.it@pron.they@pron.them@pron+f.her@pron+f.she
sie ist	pron.shes
sie selbst	pron+f.herself
sieben	a.seven@v.sieve@v.sift
siebend	v.sifting
siebenfach	a.sevenfold@ad.sevenfold
siebter	a.seventh
siebzehn	a.seventeen
siebzehnte	a.seventeenth
siebzig	a.seventy
siedelte	v.settled
siedend	v.boiling
sieghaft	a.victorious
siegreich	a.victorious@a.triumphant
siegt	v.prevails
siehe	int.behold@v.vide
sieht	v.sees
signalisieren	v.signal
signalisierend	v.signalling
signalisiert	v.signals
signalisierte	v.signalled
signieren	v.autograph
signiert	a.autographed@v.autographed
signifikant	ad.significantly
signifikante	a+f.significant
signifikanter	a+m.significant
signifikantes	a+n.significant
silbern	a.argent@a.silvery
silberne	a+f.silver
silberner	a+m.silver
silbernes	a+n.silver
silbrig	a.silvery
simbabwisch	a.zimbabwean
simmern	v.simmer
simplifizierend	a.simplistic
simsalabim	int.presto
simsen	v.texting
simulieren	v.simulate
simulierend	v.simulating
simuliert	a.simulated@v.simulated@v.simulates
simultan	a.simultaneous
sind	v.are
sinfonisch	a.symphonic
singapurisch	a.singaporean
singen	v.sing
singend	v.singing@v.chanting
singhalesisch	a.sinhalese
singt	v.sings
singulär	a.singular
sinken	v.sink
sinkend	v.sinking
sinkt	v.sinks
sinnierend	a.musing
sinniert	v.muses
sinnierte	v.mused
sinnlich	a.sensual@a.carnal@a.sensuous@a.voluptuous
sinnlos	a.pointless@a.meaningless@a.senseless
sinnvoll	a.meaningful@a.sensible@ad.sensibly@ad.meaningfully
sinternd	v.sintering
sinusförmig	a.sinusoidal
sittenwidrig	a.immoral
sittlich	ad.morally
situationsbedingt	a.situational
situativ	a.situational
sitzen	v.sit
sitzend	v.sitting@a.seated@a.sedentary
sitzt	v.sits@v.perches
sizilianisch	a.sicilian
skalar	a.scalar
skalierbar	a.scalable
skalieren	v.scale@v.resize
skalierend	v.scaling
skaliert	v.scales@a.scaled@v.scaled@a.resized
skalpieren	v.scalp
skandalös	a.scandalous
skandieren	v.chant
skandiert	v.chants@v.chanted
skandinavisch	a.scandinavian
skandisch	a.scandic
skateboarden	v.skateboard
skatet	v.skates
skelettartig	a.skeletal
skeptisch	a.sceptical
skizzenhaft	a.sketchy
skizzieren	v.sketch@v.delineate@v.sketched
skizzierend	v.outlining@v.sketching
skizziert	v.sketches@a.sketched
skizzierte	v.outlined
skrupellos	a.ruthless@a.unscrupulous
skulptiert	a.sculptured
skulptierte	v.sculpted
skulptural	a.sculptural
skurril	a.whimsical
slawisch	a.slavic
slowakisch	a.slovak
slowenisch	a.slovenian@a.slovene
smaragdgrün	a.emerald
so	ad.so@ad.thus
so eine Art	ad.sorta
so gut wie	ad.practically
so schnell wie möglich	ad.asap
so tuend als ob	v.pretending
so tun als ob	v.pretend
sobald	conj.once
sofort	ad.immediately@ad.instantly@ad.outright@ad.forthwith@ad.instantaneously
sofortig	a.instant@a.immediate@a.prompt@a.instantaneous
sogar	ad.even
solar	a.solar
solche	a.such
solcher	a.such
solches	a.such
solide	a+f.solid@ad.solidly
solider	a+m.solid
solides	a+n.solid
sollen	v.shall
sollst	v.shalt
sollte	v.should@v.supposed@v.ought
solvent	a.solvent
somalisch	a.somali
somatisch	a.somatic
somit	ad.thus
sommergrün	a.deciduous
sondierend	v.probing
sondierte	v.probed
sonnenlos	a.sunless
sonnig	a.sunny
sonoranisch	a.sonoran
sonst	ad.else@ad.otherwise
sonstig	a.misc
sonstiges	a.miscellaneous
sorgen	v.care
sorgfältig	ad.carefully@a.careful@a.thorough@ad.meticulously@ad.painstakingly@a.painstaking
sorglos	a.careless@a.carefree
sorgte	v.cared
sortenrein	a.varietal
sortieren	v.sort@v.collate
sortierend	v.sorting@v.collating@v.binning
sortiert	a.sorted@v.sorts@a.assorted
sortierte	v.sorted
souverän	a.sovereign
sowieso	ad.anyway@ad.anyways@ad.anyhow
sowjetisch	a.soviet
sozial	a.social@ad.socially
sozialisieren	v.socialize
sozialisiert	v.socialized
sozialistisch	a.socialist
soziokulturell	a.sociocultural
soziologisch	a.sociological
sozioökonomisch	a.socioeconomic
spalten	v.split@v.cleave@v.rive@v.rend
spaltend	a.divisive
spaltenweise	a.columnar
spaltet	v.splits
spaltete	v.cleaved
spammend	v.spamming
spammt	v.spams
spanisch	a.spanish
spannend	a.exciting@a.thrilling@a.gripping@a.suspenseful
spannungsgeladen	a.suspenseful
sparen	v.save@v.stint
sparend	v.saving
sparsam	a.economical@a.thrifty@a.frugal@a.sparing@ad.sparingly
spartanisch	a.spartan
spastisch	a.spastic
spatial	a.spatial
spazieren	v.walk@v.stroll
spazierte	v.strolled
speichern	v.store@v.save
speichernd	v.storing
speichert	v.saves
speicherte	v.saved@v.stored
speien	v.spout@v.spew
speisen	v.dine
speisend	v.dining
speiste	v.dined
spektakulär	a.spectacular@ad.spectacularly
spektral	a.spectral
spektroskopisch	a.spectroscopic
spekular	a.specular
spekulativ	a.speculative
spekulieren	v.speculate
spekulierend	v.speculating
spekuliert	a.speculated
spekulierte	v.speculated
spenden	v.donate
spendend	v.donating
spendet	v.donates
spendete	v.contributed
sperren	v.lock
sperrend	v.locking
sperrig	a.bulky@a.cumbersome@a.unwieldy
sperrt	v.locks
sperrte	v.locked
spezialisieren	v.specialize@v.specialise
spezialisierend	v.specializing@v.specialising
spezialisiert	a.specialized@a.specialised
spezialisiert sich	v.specializes@v.specialises
speziell	a.special@ad.specifically@ad.specially@a.especial
spezifisch	a.specific
spezifischer Widerstand	n+m.resistivity
spezifizieren	v.specify
spezifizierend	v.specifying
spezifiziert	v.specifies
spezifizierte	v.specified
sphärisch	a.spherical
spiegeln	v.mirror
spiegelnd	v.mirroring@a.specular
spiegelt	v.mirrors
spielbar	a.playable
spielen	v.play@v.act@v.star@v.gamble
spielend	v.playing@v.gambling@v.starring@v.toying@a.effortless
spielerisch	a.playful@ad.playfully
spielt	v.plays
spielt eine Rolle	v.matters
spielt wieder ab	v.replays
spielte	v.played
spießig	a.nerdy
spinal	a.spinal
spinnen	v.spin
spinnt	v.spins
spionieren	v.spy
spionierend	v.spying
spioniert	v.spies
spionierte	v.spied
spiralförmig	a.spiral
spiralförmig bewegen	v.spirals
spirituell	a.spiritual@ad.spiritually
spitz	a.pointed@a.peaked@a.pointy
spitzenartig	a.lacy
spleißen	v.splice@v.splices
spleißend	v.splicing
splittern	v.splinter
spongiform	a.spongiform
sponsern	v.sponsor
sponsernd	v.sponsoring
sponsert	v.sponsors
sponserte	v.sponsored
spontan	a.spontaneous@ad.spontaneously
sporadisch	a.sporadic@ad.sporadically
spornt an	v.gees
spornte an	v.spurred
sportend	v.sporting
sportlich	a.sporting@a.athletic@a.sporty
sprach	v.spoke@v.talked@v.spake@v.quoth
sprach aus	v.uttered
sprachlich	a.linguistic@a.lingual@ad.linguistically
sprachlos	a.speechless
sprang	v.jumped@v.sprang@v.leaped
sprechen	v.talk@v.speak
sprechend	v.talking@v.speaking
spreizen	v.straddle
sprengen	v.blast
sprengend	v.blasting@v.busting
sprengt	v.blasts
sprengte	v.blasted
sprenkeln	v.sprinkle
spricht	v.talks@v.speaks
sprichwörtlich	a.proverbial
sprießen	v.sprout
sprießend	v.sprouting
sprießt	v.sprouts
springen	v.spring@v.jump@v.leap@v.hopped@v.leapt@v.springing
springend	v.jumping@a.bouncing@a.hopping@v.bounding@v.leaping@a.springing
springt	v.springs@v.bounds@v.jumps@v.bounces@v.leaps
sprinten	v.sprint@v.sprints
spritzen	v.squirt@v.splash@v.spurt@v.splatter
spritzend	v.squirting@v.splashing@v.spouting
spritzt	v.squirts@v.splashes
spritzte	v.splashed
spross	v.sprouted
sprudeln	v.fizz
sprudelnd	a.gushing@v.bubbling@a.bubbly@v.spouting
sprunghaft	a.erratic
sprunghaft steigend	a.skyrocketing
spröde	a.brittle
sprühen	v.spray
sprühend	v.spraying
sprüht	v.sprays
spucken	v.spit
spuckend	v.spitting@v.spewing
spuckt	v.spits
spuckte	v.spat
spuken	v.haunt
spukend	v.haunting
spulen	v.spool
spähen	v.peer@v.peek@v.peep@v.pry
spähend	v.peering@v.peeping@v.peeking
späht	v.peeps
spähte	v.peered
spärlich	a.sparse@ad.thinly@ad.sparsely
spät	ad.late
späte	a+f.late
später	ad.later@a+m.late@ad.subsequently
spätere	a+f.later
späterer	a+m.later
späteres	a+n.later
spätes	a+n.late
spöttisch	a.mocking
spülen	v.flush@v.rinse@v.rinsed
spülend	v.flushing@v.rinsing
spült	v.flushes
spülte	v.flushed
spürbar	ad.noticeably@a.palpable
spüren	v.sense
spürt	v.senses
spürte	v.sensed
squattern	v.squat
srilankisch	a.lankan
staatenlos	a.stateless
staatlich	a.governmental
stabil	a.steady@a.robust@a.sturdy
stabile	a+f.stable
stabiler	a+m.stable@a.firmer
stabiles	a+n.stable
stabilisieren	v.stabilize
stabilisierend	v.stabilizing@a.stabilizing
stabilisiert	v.stabilized@a.stabilized@v.stabilizes@v.stabilised
stach	v.stang@v.stabbed@v.trumped
stachelig	a.barbed@a.prickly@a.spiny
stadtweit	a.citywide
staffeln	v.stagger
stagnierend	a.stagnant
stahl	v.stole
stalinistisch	a.stalinist
stammen	v.stem@v.originate
stammend	v.originating@v.stemming
stammt	v.stems@v.derives@v.originates@v.hails
stammte	v.originated@v.stemmed
stampfen	v.stomp@v.stomping
stampfend	a.stomping
stand	v.stood
stand gegenüber	v.faced
standard	a.standard
standardisieren	v.standardize
standardisierend	v.standardizing
standardisiert	a.standardized@v.standardized@a.standardised
standhaft	a.steadfast@a.staunch@a.stalwart@a.unwavering
standhalten	v.withstand
standhaltend	v.withstanding
standortbezogen	a.locational
stapeln	v.stack@v.pile
stapelnd	v.stacking@v.batching
stapelt	v.stacks
stapelte	v.piled
stapft	v.tramps
starb	v.died
stark	ad.strongly@a.intense@ad.heavily@ad.intensely
starke	a+f.strong
starker	a+m.strong
starkes	a+n.strong
starr	a.rigid@a.stiff@a.inflexible@ad.rigidly
starren	v.gaze@v.stare@v.glare@v.goggle
starrend	v.staring@v.gazing
starrt	v.stares
starrte	v.stared@v.gazed@v.glared
starten	v.start@v.launch
startend	v.starting@v.launching
startet	v.starts@v.launches
startet neu	v.reboots
startete	v.started@v.launched@v.booted
startete neu	v.restarted
stationiert	v.deployed@v.stationed@a.stationed
stationär	a.stationary@a.inpatient
stationärer Patient	n+m.inpatient
statisch	a.static@ad.statically
statistisch	a.statistical@ad.statistically
stattdessen	ad.instead
stattlich	a.handsome@a.stately@a.hefty@a.bonny@ad.handsomely
statuarisch	a.statuary
staubig	a.dusty
staubsaugen	v.vacuum
staubsaugend	v.vacuuming
staubt	v.dusts
staunen	v.marvels
stauungs-	a.congestive
stechen	v.sting@v.stab@v.prick@v.jab@v.stings@v.stung
stechend	a.stabbing@a.stinging
stecken	v.tuck
steckend	v.sticking
steckt	v.tucks
steckt ein	v.plugs
steckte fest	v.stuck
